term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006366,"transcription from RNA polymerase II promoter",3.963%,-3.123,-6.413,3.541,-6.1024,0.764,0.000,6366,0
GO:0032774,"RNA biosynthetic process",10.939%,null,null,3.982,-5.0044,0.733,0.803,6366,1
GO:0031326,"regulation of cellular biosynthetic process",11.466%,null,null,4.003,-3.7959,0.647,0.876,6366,1
GO:0051252,"regulation of RNA metabolic process",10.497%,null,null,3.964,-5.9586,0.635,0.796,6366,1
GO:2001141,"regulation of RNA biosynthetic process",10.349%,null,null,3.958,-5.4202,0.612,0.886,6366,1
GO:0019219,"regulation of nucleobase-containing compound metabolic process",12.840%,null,null,4.052,-4.7447,0.647,0.822,6366,1
GO:0016070,"RNA metabolic process",12.843%,null,null,4.052,-5.6383,0.767,0.742,6366,1
GO:0006355,"regulation of transcription, DNA-templated",10.156%,null,null,3.950,-5.3979,0.612,0.870,6366,1
GO:0006351,"transcription, DNA-templated",10.635%,null,null,3.970,-6.5086,0.727,0.721,6366,1
GO:0010556,"regulation of macromolecule biosynthetic process",11.160%,null,null,3.991,-4.3098,0.696,0.864,6366,1
GO:0010468,"regulation of gene expression",11.954%,null,null,4.021,-5.2007,0.727,0.726,6366,1
GO:2000112,"regulation of cellular macromolecule biosynthetic process",10.806%,null,null,3.977,-4.4202,0.630,0.751,6366,1
GO:0034654,"nucleobase-containing compound biosynthetic process",13.254%,null,null,4.066,-3.9586,0.755,0.818,6366,1
GO:0034645,"cellular macromolecule biosynthetic process",14.343%,null,null,4.100,-2.4318,0.753,0.782,6366,1
GO:0009987,"cellular process",59.614%, 0.435,-0.790,4.719,-2.3915,0.998,0.000,9987,0
GO:0023052,"signaling",17.329%, 0.893,-1.252,4.182,-3.6778,0.995,0.000,23052,0
GO:0030097,"hemopoiesis",1.659%, 7.064, 0.578,3.163,-6.2596,0.720,0.000,30097,0
GO:0048534,"hematopoietic or lymphoid organ development",1.755%,null,null,3.188,-5.7696,0.719,0.963,30097,1
GO:0045321,"leukocyte activation",1.587%,null,null,3.144,-2.6904,0.874,0.904,30097,1
GO:0002521,"leukocyte differentiation",1.015%,null,null,2.950,-5.1192,0.688,0.914,30097,1
GO:0030217,"T cell differentiation",0.518%,null,null,2.659,-2.9957,0.692,0.891,30097,1
GO:0042110,"T cell activation",0.956%,null,null,2.924,-2.5654,0.878,0.908,30097,1
GO:1902107,"positive regulation of leukocyte differentiation",0.269%,null,null,2.375,-3.2924,0.609,0.793,30097,1
GO:1902105,"regulation of leukocyte differentiation",0.498%,null,null,2.641,-3.1427,0.629,0.887,30097,1
GO:0045639,"positive regulation of myeloid cell differentiation",0.142%,null,null,2.100,-2.5143,0.629,0.746,30097,1
GO:0030099,"myeloid cell differentiation",0.703%,null,null,2.791,-3.0969,0.698,0.877,30097,1
GO:0030098,"lymphocyte differentiation",0.714%,null,null,2.798,-3.4318,0.683,0.879,30097,1
GO:0002244,"hematopoietic progenitor cell differentiation",0.320%,null,null,2.450,-2.4078,0.718,0.807,30097,1
GO:0046649,"lymphocyte activation",1.314%,null,null,3.062,-2.4750,0.875,0.879,30097,1
GO:0033077,"T cell differentiation in thymus",0.234%,null,null,2.314,-2.6126,0.711,0.782,30097,1
GO:0002763,"positive regulation of myeloid leukocyte differentiation",0.096%,null,null,1.929,-2.7055,0.638,0.837,30097,1
GO:0002573,"myeloid leukocyte differentiation",0.381%,null,null,2.525,-2.4962,0.710,0.821,30097,1
GO:0032364,"oxygen homeostasis",0.010%, 0.181,-1.515,1.000,-2.3468,0.950,0.000,32364,0
GO:0032501,"multicellular organismal process",15.657%, 0.378,-0.529,4.138,-2.4413,0.995,0.000,32501,0
GO:0032502,"developmental process",13.055%, 0.345,-0.544,4.059,-3.3010,0.995,0.000,32502,0
GO:0034504,"protein localization to nucleus",0.653%, 1.417, 0.167,2.759,-2.8539,0.949,0.000,34504,0
GO:1900180,"regulation of protein localization to nucleus",0.340%,null,null,2.476,-2.4750,0.818,0.804,34504,1
GO:0050896,"response to stimulus",47.248%, 0.742,-0.741,4.618,-5.2007,0.997,0.000,50896,0
GO:0065007,"biological regulation",51.216%, 0.387,-0.881,4.653,-7.0132,0.997,0.000,65007,0
GO:0008283,"cell proliferation",4.075%, 0.321,-0.523,3.554,-5.4437,0.973,0.026,8283,0
GO:0016265,"death",4.501%, 0.860,-1.387,3.597,-3.7696,0.972,0.030,16265,0
GO:0007219,"Notch signaling pathway",0.340%,-2.645, 6.455,2.476,-5.3372,0.790,0.047,7219,0
GO:0000320,"re-entry into mitotic cell cycle",0.007%, 0.446,-0.253,0.845,-2.2336,0.940,0.057,320,0
GO:0017145,"stem cell division",0.089%, 1.087,-0.679,1.898,-2.2284,0.920,0.068,17145,0
GO:0071496,"cellular response to external stimulus",0.549%,-0.117, 0.589,2.684,-3.7212,0.947,0.073,71496,0
GO:0048585,"negative regulation of response to stimulus",2.501%,-2.253, 3.473,3.342,-3.5686,0.829,0.089,48585,0
GO:0048523,"negative regulation of cellular process",7.863%,null,null,3.839,-3.2147,0.753,0.720,48585,1
GO:0051336,"regulation of hydrolase activity",3.070%,-3.475,-0.910,3.431,-2.4461,0.808,0.098,51336,0
GO:0050790,"regulation of catalytic activity",5.262%,null,null,3.665,-2.1215,0.793,0.811,51336,1
GO:0006954,"inflammatory response",1.375%,-0.116, 0.310,3.082,-3.3010,0.923,0.099,6954,0
GO:0050729,"positive regulation of inflammatory response",0.195%,null,null,2.236,-2.6478,0.845,0.785,6954,1
GO:0031349,"positive regulation of defense response",0.630%,null,null,2.744,-3.2441,0.841,0.720,6954,1
GO:0034138,"toll-like receptor 3 signaling pathway",0.103%,null,null,1.959,-2.0862,0.771,0.846,6954,1
GO:0034142,"toll-like receptor 4 signaling pathway",0.155%,null,null,2.137,-2.3936,0.763,0.792,6954,1
GO:0034146,"toll-like receptor 5 signaling pathway",0.103%,null,null,1.959,-2.1226,0.771,0.846,6954,1
GO:0002224,"toll-like receptor signaling pathway",0.345%,null,null,2.483,-2.1040,0.747,0.904,6954,1
GO:0002756,"MyD88-independent toll-like receptor signaling pathway",0.100%,null,null,1.949,-2.0675,0.771,0.845,6954,1
GO:0035666,"TRIF-dependent toll-like receptor signaling pathway",0.087%,null,null,1.886,-2.2328,0.774,0.836,6954,1
GO:0009628,"response to abiotic stimulus",2.264%,-0.306, 1.351,3.298,-2.4342,0.951,0.106,9628,0
GO:0009058,"biosynthetic process",19.017%,-1.308,-4.816,4.222,-2.2668,0.929,0.112,9058,0
GO:0009719,"response to endogenous stimulus",3.718%,-0.532, 1.462,3.514,-3.0757,0.948,0.113,9719,0
GO:0007154,"cell communication",17.535%,-1.530, 2.052,4.187,-3.3872,0.877,0.117,7154,0
GO:1901888,"regulation of cell junction assembly",0.093%,-1.460, 4.333,1.919,-2.1198,0.857,0.139,1901888,0
GO:0050789,"regulation of biological process",49.744%,-2.897, 3.806,4.640,-7.1427,0.879,0.156,50789,0
GO:0051716,"cellular response to stimulus",19.092%,-3.013, 1.286,4.224,-5.0969,0.879,0.160,51716,0
GO:0051239,"regulation of multicellular organismal process",5.506%,-1.735, 2.098,3.684,-3.5376,0.911,0.181,51239,0
GO:0065009,"regulation of molecular function",6.209%,-1.345, 1.296,3.736,-2.8416,0.915,0.188,65009,0
GO:0042981,"regulation of apoptotic process",3.144%,-2.581, 5.562,3.441,-5.1739,0.772,0.192,42981,0
GO:0060548,"negative regulation of cell death",1.853%,null,null,3.211,-2.2958,0.746,0.884,42981,1
GO:0043065,"positive regulation of apoptotic process",0.945%,null,null,2.919,-4.5850,0.746,0.824,42981,1
GO:0043067,"regulation of programmed cell death",3.163%,null,null,3.444,-5.3010,0.772,0.953,42981,1
GO:0043068,"positive regulation of programmed cell death",0.953%,null,null,2.923,-4.5528,0.746,0.978,42981,1
GO:0012501,"programmed cell death",4.106%,null,null,3.557,-4.7212,0.861,0.927,42981,1
GO:0010942,"positive regulation of cell death",1.003%,null,null,2.945,-4.5229,0.746,0.817,42981,1
GO:0010941,"regulation of cell death",3.315%,null,null,3.464,-5.1487,0.773,0.864,42981,1
GO:0008219,"cell death",4.485%,null,null,3.595,-3.7696,0.859,0.941,42981,1
GO:0097191,"extrinsic apoptotic signaling pathway",0.531%,null,null,2.669,-2.2976,0.756,0.707,42981,1
GO:0006915,"apoptotic process",4.058%,null,null,3.552,-4.5686,0.860,0.919,42981,1
GO:0042221,"response to chemical",8.684%,-1.042, 2.159,3.882,-4.1249,0.943,0.193,42221,0
GO:0042787,"protein ubiquitination involved in ubiquitin-dependent protein catabolic process",0.129%,-1.599,-3.881,2.057,-3.2147,0.871,0.205,42787,0
GO:0032446,"protein modification by small protein conjugation",1.403%,null,null,3.091,-2.3233,0.851,0.752,42787,1
GO:0048519,"negative regulation of biological process",8.588%,-2.347, 2.997,3.877,-4.1675,0.905,0.207,48519,0
GO:0030155,"regulation of cell adhesion",0.746%,-2.024, 5.237,2.817,-3.0969,0.840,0.211,30155,0
GO:1901360,"organic cyclic compound metabolic process",25.430%,-2.132,-5.244,4.349,-2.8665,0.892,0.211,1901360,0
