term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0002480,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",0.085%,-1.738, 1.643,1.881,-2.8697,0.973,0.000,2480,0
GO:0007156,"homophilic cell adhesion via plasma membrane adhesion molecules",0.489%,-0.767,-0.545,2.633,-2.4401,0.992,0.000,7156,0
GO:0015031,"protein transport",3.600%,-7.483,-3.698,3.500,-3.4559,0.798,0.000,15031,0
GO:0070727,"cellular macromolecule localization",3.140%,null,null,3.440,-1.3198,0.799,0.799,15031,1
GO:0006886,"intracellular protein transport",2.201%,null,null,3.286,-1.5967,0.778,0.882,15031,1
GO:0008104,"protein localization",4.788%,null,null,3.624,-3.0605,0.820,0.852,15031,1
GO:0006605,"protein targeting",1.102%,null,null,2.986,-1.6517,0.770,0.804,15031,1
GO:0034613,"cellular protein localization",3.129%,null,null,3.439,-1.3667,0.790,0.921,15031,1
GO:0051649,"establishment of localization in cell",5.403%,null,null,3.676,-1.3765,0.795,0.819,15031,1
GO:0045184,"establishment of protein localization",3.785%,null,null,3.522,-3.6778,0.813,0.877,15031,1
GO:0044699,"single-organism process",71.655%,-1.472,-1.175,4.799,-2.4157,0.998,0.000,44699,0
GO:0046329,"negative regulation of JNK cascade",0.039%, 2.695, 5.996,1.544,-3.1249,0.731,0.000,46329,0
GO:0032873,"negative regulation of stress-activated MAPK cascade",0.044%,null,null,1.602,-3.1249,0.728,0.991,46329,1
GO:0070303,"negative regulation of stress-activated protein kinase signaling cascade",0.044%,null,null,1.602,-3.1249,0.779,0.732,46329,1
GO:0043508,"negative regulation of JUN kinase activity",0.023%,null,null,1.322,-1.5426,0.691,0.718,46329,1
GO:0051179,"localization",18.927%,-0.264,-0.231,4.220,-2.3382,0.994,0.000,51179,0
GO:0051704,"multi-organism process",4.431%,-1.418,-1.095,3.590,-3.2596,0.993,0.000,51704,0
GO:0043473,"pigmentation",0.223%,-0.703,-0.415,2.294,-1.5056,0.975,0.014,43473,0
GO:0036119,"response to platelet-derived growth factor",0.010%,-0.828, 3.174,1.000,-2.3054,0.934,0.046,36119,0
GO:0044763,"single-organism cellular process",45.302%,-0.670,-1.798,4.599,-1.3336,0.928,0.048,44763,0
GO:0010817,"regulation of hormone levels",1.029%, 0.791,-0.518,2.956,-1.5411,0.914,0.053,10817,0
