term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0007160,"cell-matrix adhesion",0.605%, 0.243, 2.077,2.726,-2.7305,0.916,0.000,7160,0
GO:0001953,"negative regulation of cell-matrix adhesion",0.059%,null,null,1.724,-2.1337,0.791,0.764,7160,1
GO:0016337,"single organismal cell-cell adhesion",0.678%,null,null,2.775,-1.6904,0.887,0.810,7160,1
GO:0061302,"smooth muscle cell-matrix adhesion",0.033%,null,null,1.477,-1.6139,0.929,0.730,7160,1
GO:0007155,"cell adhesion",2.821%,null,null,3.394,-2.3575,0.912,0.799,7160,1
GO:0031589,"cell-substrate adhesion",0.798%,null,null,2.846,-1.9208,0.920,0.825,7160,1
GO:2000098,"negative regulation of smooth muscle cell-matrix adhesion",0.002%,null,null,0.477,-2.0872,0.825,0.778,7160,1
GO:0030155,"regulation of cell adhesion",0.746%,null,null,2.817,-2.1169,0.832,0.819,7160,1
GO:0010812,"negative regulation of cell-substrate adhesion",0.087%,null,null,1.886,-1.6925,0.787,0.855,7160,1
GO:0022407,"regulation of cell-cell adhesion",0.162%,null,null,2.155,-1.8514,0.824,0.846,7160,1
GO:0008544,"epidermis development",0.590%,-8.419,-0.590,2.715,-10.0809,0.669,0.000,8544,0
GO:0031424,"keratinization",0.067%,null,null,1.778,-1.7899,0.683,0.792,8544,1
GO:0030216,"keratinocyte differentiation",0.196%,null,null,2.238,-4.4685,0.661,0.867,8544,1
GO:0003334,"keratinocyte development",0.018%,null,null,1.230,-1.4907,0.706,0.717,8544,1
GO:0045682,"regulation of epidermis development",0.113%,null,null,2.000,-1.4158,0.661,0.827,8544,1
GO:0035315,"hair cell differentiation",0.081%,null,null,1.857,-1.7899,0.679,0.804,8544,1
GO:0002093,"auditory receptor cell morphogenesis",0.031%,null,null,1.447,-1.3954,0.663,0.745,8544,1
GO:0009913,"epidermal cell differentiation",0.313%,null,null,2.441,-5.6021,0.652,0.904,8544,1
GO:0010165,"response to X-ray",0.096%, 1.631,-3.109,1.929,-1.9020,0.915,0.000,10165,0
GO:0010332,"response to gamma radiation",0.131%,null,null,2.064,-1.6061,0.913,0.843,10165,1
GO:0022610,"biological adhesion",2.826%, 0.320,-0.352,3.395,-2.3526,0.994,0.000,22610,0
GO:0032501,"multicellular organismal process",15.657%,-0.285,-0.142,4.138,-7.3468,0.995,0.000,32501,0
GO:0032502,"developmental process",13.055%,-0.180,-0.119,4.059,-5.1024,0.995,0.000,32502,0
GO:0040011,"locomotion",3.285%, 0.038, 0.064,3.460,-2.1979,0.994,0.000,40011,0
GO:0044699,"single-organism process",71.655%, 0.498,-0.469,4.799,-2.2596,0.998,0.000,44699,0
GO:0014912,"negative regulation of smooth muscle cell migration",0.026%, 1.253, 6.584,1.380,-4.2147,0.760,0.014,14912,0
GO:0030336,"negative regulation of cell migration",0.327%,null,null,2.459,-1.9190,0.723,0.804,14912,1
GO:2000146,"negative regulation of cell motility",0.358%,null,null,2.498,-1.8921,0.722,0.983,14912,1
GO:0014910,"regulation of smooth muscle cell migration",0.072%,null,null,1.806,-3.2676,0.792,0.940,14912,1
GO:0014909,"smooth muscle cell migration",0.113%,null,null,2.000,-2.9747,0.839,0.877,14912,1
GO:0014911,"positive regulation of smooth muscle cell migration",0.040%,null,null,1.556,-1.3180,0.780,0.902,14912,1
GO:0016265,"death",4.501%,-0.165,-0.446,3.597,-1.6554,0.968,0.023,16265,0
GO:1900106,"positive regulation of hyaluranon cable assembly",0.003%, 1.711, 0.899,0.602,-2.0872,0.933,0.038,1900106,0
