term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006695,"cholesterol biosynthetic process",0.119%, 2.849, 4.008,2.021,-5.8861,0.854,0.000,6695,0
GO:0050810,"regulation of steroid biosynthetic process",0.133%,null,null,2.072,-1.8831,0.789,0.853,6695,1
GO:0016125,"sterol metabolic process",0.296%,null,null,2.417,-3.1739,0.864,0.878,6695,1
GO:0016126,"sterol biosynthetic process",0.126%,null,null,2.049,-5.4559,0.854,0.876,6695,1
GO:1901617,"organic hydroxy compound biosynthetic process",0.436%,null,null,2.584,-3.3872,0.911,0.730,6695,1
GO:0006694,"steroid biosynthetic process",0.329%,null,null,2.462,-4.1427,0.853,0.813,6695,1
GO:0033488,"cholesterol biosynthetic process via 24,25-dihydrolanosterol",0.001%,null,null,0.301,-1.6486,0.888,0.736,6695,1
GO:0008203,"cholesterol metabolic process",0.278%,null,null,2.389,-3.3872,0.862,0.924,6695,1
GO:0046165,"alcohol biosynthetic process",0.276%,null,null,2.386,-4.0655,0.865,0.857,6695,1
GO:0040007,"growth",2.160%,-0.396, 0.310,3.278,-3.3768,0.994,0.000,40007,0
GO:0036342,"post-anal tail morphogenesis",0.032%,-6.741,-0.039,1.462,-4.3279,0.845,0.013,36342,0
GO:0090136,"epithelial cell-cell adhesion",0.050%,-0.092, 0.607,1.653,-1.7881,0.974,0.013,90136,0
GO:0046902,"regulation of mitochondrial membrane permeability",0.125%, 0.903, 6.798,2.045,-4.0555,0.727,0.014,46902,0
GO:0051204,"protein insertion into mitochondrial membrane",0.039%,null,null,1.544,-1.8474,0.787,0.918,46902,1
GO:1900739,"regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway",0.031%,null,null,1.447,-1.9010,0.631,0.975,46902,1
GO:1900740,"positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway",0.031%,null,null,1.447,-1.9010,0.605,0.903,46902,1
GO:1902686,"mitochondrial outer membrane permeabilization involved in programmed cell death",0.066%,null,null,1.771,-1.9201,0.717,0.952,46902,1
GO:0097345,"mitochondrial outer membrane permeabilization",0.063%,null,null,1.748,-1.9586,0.649,0.948,46902,1
GO:1902108,"regulation of mitochondrial membrane permeability involved in apoptotic process",0.103%,null,null,1.959,-1.8471,0.707,0.983,46902,1
GO:1902110,"positive regulation of mitochondrial membrane permeability involved in apoptotic process",0.066%,null,null,1.771,-1.9201,0.713,0.996,46902,1
GO:0008637,"apoptotic mitochondrial changes",0.228%,null,null,2.303,-3.8239,0.768,0.784,46902,1
GO:0001836,"release of cytochrome c from mitochondria",0.138%,null,null,2.086,-3.4949,0.680,0.790,46902,1
GO:0001844,"protein insertion into mitochondrial membrane involved in apoptotic signaling pathway",0.038%,null,null,1.531,-1.8474,0.657,0.983,46902,1
GO:0035794,"positive regulation of mitochondrial membrane permeability",0.099%,null,null,1.944,-2.6737,0.731,0.980,46902,1
GO:0007006,"mitochondrial membrane organization",0.164%,null,null,2.161,-3.2218,0.803,0.801,46902,1
GO:0090200,"positive regulation of release of cytochrome c from mitochondria",0.039%,null,null,1.544,-1.8474,0.644,0.914,46902,1
GO:0090199,"regulation of release of cytochrome c from mitochondria",0.068%,null,null,1.785,-3.1739,0.661,0.875,46902,1
GO:0090201,"negative regulation of release of cytochrome c from mitochondria",0.031%,null,null,1.447,-2.9245,0.661,0.827,46902,1
GO:0010822,"positive regulation of mitochondrion organization",0.082%,null,null,1.863,-1.6824,0.710,0.909,46902,1
GO:0010821,"regulation of mitochondrion organization",0.142%,null,null,2.100,-2.9508,0.751,0.792,46902,1
GO:0016265,"death",4.501%,-1.142, 0.506,3.597,-2.4522,0.968,0.019,16265,0
