term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:1902600,"hydrogen ion transmembrane transport",3.156%,-1.027,-6.596,3.443,-2.7212,0.816,0.000,1902600,0
GO:0015992,"proton transport",3.250%,null,null,3.455,-2.4559,0.896,0.963,1902600,1
GO:0003419,"growth plate cartilage chondrocyte proliferation",0.009%,-6.720, 2.861,0.954,-2.0506,0.845,0.015,3419,0
GO:0003416,"endochondral bone growth",0.054%,null,null,1.681,-1.3197,0.840,0.768,3419,1
GO:0003420,"regulation of growth plate cartilage chondrocyte proliferation",0.006%,null,null,0.778,-2.0506,0.799,0.830,3419,1
GO:0003417,"growth plate cartilage development",0.036%,null,null,1.519,-1.5784,0.836,0.874,3419,1
GO:0090346,"cellular organofluorine metabolic process",0.002%,-2.077, 2.251,0.477,-2.3468,0.902,0.030,90346,0
GO:0071372,"cellular response to follicle-stimulating hormone stimulus",0.031%,-1.234,-0.665,1.447,-1.5784,0.916,0.036,71372,0
GO:0032354,"response to follicle-stimulating hormone",0.041%,null,null,1.568,-1.4045,0.960,0.894,71372,1
GO:0010726,"positive regulation of hydrogen peroxide metabolic process",0.002%, 0.058,-1.214,0.477,-2.3468,0.786,0.047,10726,0
GO:0010728,"regulation of hydrogen peroxide biosynthetic process",0.002%,null,null,0.477,-2.3468,0.801,0.849,10726,1
GO:0010729,"positive regulation of hydrogen peroxide biosynthetic process",0.001%,null,null,0.301,-2.3468,0.785,0.906,10726,1
GO:0050665,"hydrogen peroxide biosynthetic process",0.030%,null,null,1.431,-1.5784,0.825,0.816,10726,1
GO:0010310,"regulation of hydrogen peroxide metabolic process",0.011%,null,null,1.041,-1.6556,0.801,0.710,10726,1
GO:0090345,"cellular organohalogen metabolic process",0.002%,-0.944, 2.224,0.477,-2.3468,0.902,0.047,90345,0
GO:0009650,"UV protection",0.023%,-0.781, 0.585,1.322,-1.4045,0.976,0.048,9650,0
GO:0044314,"protein K27-linked ubiquitination",0.006%, 3.873, 6.145,0.778,-1.7520,0.813,0.049,44314,0
GO:0009812,"flavonoid metabolic process",0.019%,-1.552, 1.129,1.255,-1.5129,0.907,0.053,9812,0
GO:0043602,"nitrate catabolic process",0.005%, 4.944,-3.641,0.699,-2.3468,0.715,0.064,43602,0
GO:0042126,"nitrate metabolic process",0.007%,null,null,0.845,-1.8761,0.769,0.963,43602,1
GO:0010994,"free ubiquitin chain polymerization",0.002%,-3.582, 3.437,0.477,-2.0506,0.823,0.082,10994,0
GO:0010993,"regulation of ubiquitin homeostasis",0.002%,null,null,0.477,-2.0506,0.841,0.962,10994,1
GO:2001057,"reactive nitrogen species metabolic process",0.008%, 1.159,-2.481,0.903,-1.7520,0.885,0.100,2001057,0
GO:0022904,"respiratory electron transport chain",4.683%, 4.217,-1.865,3.614,-2.1739,0.734,0.150,22904,0
GO:0022900,"electron transport chain",5.048%,null,null,3.647,-2.1612,0.733,0.841,22904,1
GO:0045333,"cellular respiration",5.546%,null,null,3.687,-1.6925,0.730,0.896,22904,1
GO:0060192,"negative regulation of lipase activity",0.027%, 1.355, 0.446,1.398,-1.4547,0.849,0.150,60192,0
GO:0006957,"complement activation, alternative pathway",0.016%, 3.661, 4.152,1.176,-1.6556,0.793,0.166,6957,0
GO:0070389,"chaperone cofactor-dependent protein refolding",0.010%, 3.581, 5.747,1.000,-1.6556,0.833,0.187,70389,0
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.052%,null,null,1.672,-1.4045,0.819,0.814,70389,1
GO:0040016,"embryonic cleavage",0.022%,-6.138, 2.544,1.301,-1.5784,0.840,0.219,40016,0
GO:0018095,"protein polyglutamylation",0.031%, 4.452, 6.611,1.447,-1.6556,0.810,0.235,18095,0
GO:0006858,"extracellular transport",0.008%,-1.702,-5.835,0.903,-1.6556,0.952,0.235,6858,0
GO:0033683,"nucleotide-excision repair, DNA incision",0.009%, 4.564, 0.909,0.954,-1.5784,0.801,0.255,33683,0
GO:0034498,"early endosome to Golgi transport",0.014%,-1.375,-5.664,1.114,-2.0506,0.930,0.280,34498,0
GO:0032289,"central nervous system myelin formation",0.009%,-5.934, 3.929,0.954,-2.0506,0.764,0.284,32289,0
