term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0010092,"specification of organ identity",0.103%,-6.926,-1.447,1.959,-4.0000,0.613,0.000,10092,0
GO:0003002,"regionalization",0.918%,null,null,2.907,-1.3389,0.644,0.764,10092,1
GO:0021532,"neural tube patterning",0.108%,null,null,1.982,-1.4665,0.611,0.768,10092,1
GO:0003139,"secondary heart field specification",0.024%,null,null,1.342,-1.4235,0.630,0.839,10092,1
GO:0003156,"regulation of organ formation",0.105%,null,null,1.968,-1.5024,0.596,0.929,10092,1
GO:0060595,"fibroblast growth factor receptor signaling pathway involved in mammary gland specification",0.008%,null,null,0.903,-1.8952,0.567,0.895,10092,1
GO:0060594,"mammary gland specification",0.011%,null,null,1.041,-3.7959,0.644,0.800,10092,1
GO:0010876,"lipid localization",0.809%, 1.431, 2.604,2.852,-2.1073,0.958,0.000,10876,0
GO:0032501,"multicellular organismal process",15.657%, 0.476, 0.585,4.138,-1.9154,0.996,0.000,32501,0
GO:0032502,"developmental process",13.055%, 0.284, 0.545,4.059,-1.7768,0.996,0.000,32502,0
GO:0035634,"response to stilbenoid",0.024%, 1.415,-5.368,1.342,-3.3188,0.941,0.000,35634,0
GO:0040009,"regulation of growth rate",0.005%, 0.156, 0.231,0.699,-1.5969,0.945,0.000,40009,0
GO:0036149,"phosphatidylinositol acyl-chain remodeling",0.018%, 0.903, 4.316,1.230,-2.3686,0.868,0.012,36149,0
GO:0008283,"cell proliferation",4.075%, 0.133, 0.197,3.554,-1.7467,0.966,0.019,8283,0
GO:0090074,"negative regulation of protein homodimerization activity",0.005%, 0.904, 1.596,0.699,-1.4235,0.965,0.033,90074,0
GO:0097006,"regulation of plasma lipoprotein particle levels",0.120%, 0.100, 0.289,2.025,-1.3098,0.963,0.042,97006,0
GO:0000320,"re-entry into mitotic cell cycle",0.007%, 0.677, 0.441,0.845,-1.4235,0.939,0.048,320,0
GO:0032107,"regulation of response to nutrient levels",0.109%, 1.705,-2.888,1.987,-2.4750,0.901,0.052,32107,0
GO:2000785,"regulation of autophagic vacuole assembly",0.016%,null,null,1.176,-1.4235,0.769,0.875,32107,1
GO:2000786,"positive regulation of autophagic vacuole assembly",0.001%,null,null,0.301,-1.8952,0.791,0.748,32107,1
GO:0032099,"negative regulation of appetite",0.021%,null,null,1.279,-1.3014,0.844,0.890,32107,1
GO:0032096,"negative regulation of response to food",0.021%,null,null,1.279,-1.3014,0.851,0.936,32107,1
GO:0038108,"negative regulation of appetite by leptin-mediated signaling pathway",0.007%,null,null,0.845,-1.4235,0.790,0.939,32107,1
