term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006979,"response to oxidative stress",0.874%,-2.849,-1.843,2.885,-3.4437,0.909,0.000,6979,0
GO:0008152,"metabolic process",54.733%,-0.774, 0.667,4.682,-1.4371,0.997,0.000,8152,0
GO:0022414,"reproductive process",3.108%,-0.641, 0.411,3.436,-1.4770,0.994,0.000,22414,0
GO:0031328,"positive regulation of cellular biosynthetic process",3.341%, 5.325,-4.656,3.467,-3.2596,0.604,0.000,31328,0
GO:0032268,"regulation of cellular protein metabolic process",3.398%,null,null,3.475,-1.4129,0.640,0.855,31328,1
GO:1902680,"positive regulation of RNA biosynthetic process",2.779%,null,null,3.387,-2.4522,0.571,0.938,31328,1
GO:0031325,"positive regulation of cellular metabolic process",5.082%,null,null,3.649,-2.7447,0.636,0.921,31328,1
GO:0051247,"positive regulation of protein metabolic process",2.220%,null,null,3.290,-1.4515,0.650,0.765,31328,1
GO:0051254,"positive regulation of RNA metabolic process",2.813%,null,null,3.393,-2.8539,0.595,0.812,31328,1
GO:0045935,"positive regulation of nucleobase-containing compound metabolic process",3.128%,null,null,3.439,-2.9431,0.613,0.945,31328,1
GO:0010628,"positive regulation of gene expression",2.987%,null,null,3.419,-1.8729,0.661,0.798,31328,1
GO:0045893,"positive regulation of transcription, DNA-templated",2.722%,null,null,3.378,-2.1314,0.570,0.966,31328,1
GO:0010604,"positive regulation of macromolecule metabolic process",4.917%,null,null,3.635,-2.9066,0.652,0.862,31328,1
GO:0045944,"positive regulation of transcription from RNA polymerase II promoter",2.089%,null,null,3.263,-1.7959,0.578,0.902,31328,1
GO:0010557,"positive regulation of macromolecule biosynthetic process",3.143%,null,null,3.441,-2.9830,0.623,0.954,31328,1
GO:0031399,"regulation of protein modification process",2.771%,null,null,3.386,-1.3799,0.642,0.806,31328,1
GO:0009891,"positive regulation of biosynthetic process",3.388%,null,null,3.473,-3.2076,0.652,0.813,31328,1
GO:0051173,"positive regulation of nitrogen compound metabolic process",3.225%,null,null,3.452,-2.8539,0.669,0.807,31328,1
GO:0060325,"face morphogenesis",0.182%,-2.743, 5.104,2.207,-3.1805,0.929,0.000,60325,0
GO:0060324,"face development",0.209%,null,null,2.265,-2.9208,0.933,0.966,60325,1
