term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0002376,"immune system process",29.354%, 0.696,-0.704,4.411,-2.3706,0.996,0.000,2376,0
GO:0023052,"signaling",17.329%, 1.335,-1.408,4.182,-3.9586,0.995,0.000,23052,0
GO:0030099,"myeloid cell differentiation",0.703%, 6.226, 3.158,2.791,-4.9586,0.657,0.000,30099,0
GO:0048534,"hematopoietic or lymphoid organ development",1.755%,null,null,3.188,-3.3565,0.681,0.963,30099,1
GO:0002521,"leukocyte differentiation",1.015%,null,null,2.950,-2.9914,0.646,0.914,30099,1
GO:0030218,"erythrocyte differentiation",0.267%,null,null,2.371,-4.7959,0.619,0.741,30099,1
GO:1902106,"negative regulation of leukocyte differentiation",0.154%,null,null,2.134,-2.2487,0.574,0.705,30099,1
GO:1902105,"regulation of leukocyte differentiation",0.498%,null,null,2.641,-1.8897,0.580,0.786,30099,1
GO:0001894,"tissue homeostasis",0.393%,null,null,2.539,-1.9957,0.755,0.803,30099,1
GO:0045646,"regulation of erythrocyte differentiation",0.064%,null,null,1.756,-3.6576,0.603,0.884,30099,1
GO:0045648,"positive regulation of erythrocyte differentiation",0.038%,null,null,1.531,-2.1649,0.589,0.850,30099,1
GO:0045637,"regulation of myeloid cell differentiation",0.344%,null,null,2.481,-4.0000,0.587,0.849,30099,1
GO:0045638,"negative regulation of myeloid cell differentiation",0.142%,null,null,2.100,-2.9706,0.570,0.789,30099,1
GO:0045639,"positive regulation of myeloid cell differentiation",0.142%,null,null,2.100,-1.8642,0.580,0.897,30099,1
GO:0030097,"hemopoiesis",1.659%,null,null,3.163,-3.7959,0.681,0.877,30099,1
GO:0034101,"erythrocyte homeostasis",0.278%,null,null,2.389,-5.0000,0.843,0.962,30099,1
GO:0048821,"erythrocyte development",0.072%,null,null,1.806,-3.0706,0.653,0.891,30099,1
GO:0002262,"myeloid cell homeostasis",0.334%,null,null,2.468,-4.7447,0.843,0.887,30099,1
GO:0002761,"regulation of myeloid leukocyte differentiation",0.236%,null,null,2.318,-2.6498,0.594,0.897,30099,1
GO:0048873,"homeostasis of number of cells within a tissue",0.068%,null,null,1.785,-2.3487,0.776,0.781,30099,1
GO:0002762,"negative regulation of myeloid leukocyte differentiation",0.088%,null,null,1.892,-1.8630,0.583,0.832,30099,1
GO:0061515,"myeloid cell development",0.120%,null,null,2.025,-3.4559,0.693,0.778,30099,1
GO:0002573,"myeloid leukocyte differentiation",0.381%,null,null,2.525,-3.5528,0.665,0.876,30099,1
GO:0032501,"multicellular organismal process",15.657%, 0.609,-0.586,4.138,-2.6234,0.995,0.000,32501,0
GO:0032502,"developmental process",13.055%, 0.622,-0.580,4.059,-2.4921,0.995,0.000,32502,0
GO:0040007,"growth",2.160%, 0.550,-0.447,3.278,-3.1739,0.994,0.000,40007,0
GO:0043627,"response to estrogen",0.539%,-0.674,-0.531,2.676,-4.5850,0.912,0.000,43627,0
GO:0032355,"response to estradiol",0.289%,null,null,2.407,-3.4202,0.915,0.772,43627,1
GO:0048872,"homeostasis of number of cells",0.558%, 0.535,-1.991,2.691,-5.5528,0.866,0.000,48872,0
GO:0050896,"response to stimulus",47.248%, 1.236,-1.110,4.618,-4.1938,0.997,0.000,50896,0
GO:0065007,"biological regulation",51.216%, 0.465,-0.669,4.653,-3.3665,0.997,0.000,65007,0
GO:0090136,"epithelial cell-cell adhesion",0.050%, 0.348,-0.398,1.653,-3.5086,0.977,0.015,90136,0
GO:0006695,"cholesterol biosynthetic process",0.119%,-1.134,-3.472,2.021,-3.9586,0.873,0.016,6695,0
