term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006414,"translational elongation",0.313%,-4.944,-3.117,2.441,-5.8239,0.830,0.000,6414,0
GO:0006614,"SRP-dependent cotranslational protein targeting to membrane",0.150%, 0.681, 6.804,2.124,-4.6778,0.800,0.000,6614,0
GO:0044802,"single-organism membrane organization",1.380%,null,null,3.084,-2.2434,0.887,0.874,6614,1
GO:0072657,"protein localization to membrane",0.687%,null,null,2.781,-2.9136,0.790,0.736,6614,1
GO:0072599,"establishment of protein localization to endoplasmic reticulum",0.160%,null,null,2.149,-4.6021,0.874,0.962,6614,1
GO:0006612,"protein targeting to membrane",0.303%,null,null,2.427,-3.6990,0.795,0.894,6614,1
GO:0006613,"cotranslational protein targeting to membrane",0.156%,null,null,2.140,-4.6576,0.805,0.892,6614,1
GO:0045047,"protein targeting to ER",0.158%,null,null,2.146,-4.6383,0.855,0.993,6614,1
GO:0090150,"establishment of protein localization to membrane",0.514%,null,null,2.655,-3.3468,0.792,0.840,6614,1
GO:0032844,"regulation of homeostatic process",0.737%, 2.182, 1.926,2.812,-3.0969,0.888,0.000,32844,0
GO:0048878,"chemical homeostasis",2.056%,null,null,3.256,-1.6955,0.882,0.755,32844,1
GO:0051179,"localization",18.927%, 0.381,-0.089,4.220,-1.5870,0.995,0.000,51179,0
GO:0051704,"multi-organism process",4.431%, 1.556,-0.667,3.590,-3.1612,0.994,0.000,51704,0
GO:0071840,"cellular component organization or biogenesis",12.603%, 1.588,-0.667,4.044,-2.0701,0.995,0.000,71840,0
GO:0048539,"bone marrow development",0.008%, 6.220,-4.509,0.903,-3.6778,0.900,0.012,48539,0
GO:0008283,"cell proliferation",4.075%, 0.754,-0.142,3.554,-2.8386,0.976,0.019,8283,0
GO:0010659,"cardiac muscle cell apoptotic process",0.072%, 0.901,-0.296,1.806,-2.5768,0.901,0.032,10659,0
GO:0010666,"positive regulation of cardiac muscle cell apoptotic process",0.038%,null,null,1.531,-1.5278,0.823,0.950,10659,1
GO:0010661,"positive regulation of muscle cell apoptotic process",0.046%,null,null,1.613,-1.3275,0.822,0.890,10659,1
GO:0010663,"positive regulation of striated muscle cell apoptotic process",0.038%,null,null,1.531,-1.5278,0.823,0.975,10659,1
GO:0010664,"negative regulation of striated muscle cell apoptotic process",0.028%,null,null,1.415,-1.3275,0.830,0.933,10659,1
GO:0010658,"striated muscle cell apoptotic process",0.075%,null,null,1.826,-2.4510,0.902,0.921,10659,1
GO:0071322,"cellular response to carbohydrate stimulus",0.246%,-1.036, 1.468,2.336,-2.3872,0.867,0.035,71322,0
GO:0061179,"negative regulation of insulin secretion involved in cellular response to glucose stimulus",0.011%,null,null,1.041,-1.6234,0.699,0.854,71322,1
GO:0061178,"regulation of insulin secretion involved in cellular response to glucose stimulus",0.095%,null,null,1.924,-2.1605,0.679,0.814,71322,1
GO:0071331,"cellular response to hexose stimulus",0.222%,null,null,2.292,-1.4587,0.864,0.992,71322,1
GO:0071326,"cellular response to monosaccharide stimulus",0.226%,null,null,2.299,-1.4587,0.865,0.979,71322,1
GO:0071333,"cellular response to glucose stimulus",0.213%,null,null,2.274,-1.4920,0.785,0.937,71322,1
GO:0035773,"insulin secretion involved in cellular response to glucose stimulus",0.105%,null,null,1.968,-2.0830,0.717,0.888,71322,1
GO:0001678,"cellular glucose homeostasis",0.235%,null,null,2.316,-1.3672,0.856,0.819,71322,1
GO:0051343,"positive regulation of cyclic-nucleotide phosphodiesterase activity",0.005%,-2.126,-1.943,0.699,-1.6234,0.889,0.047,51343,0
GO:0030010,"establishment of cell polarity",0.232%, 0.493,-0.078,2.312,-2.2588,0.916,0.065,30010,0
GO:0061339,"establishment or maintenance of monopolar cell polarity",0.015%,null,null,1.146,-1.4499,0.929,0.754,30010,1
GO:0061162,"establishment of monopolar cell polarity",0.015%,null,null,1.146,-1.4499,0.926,0.985,30010,1
GO:2000114,"regulation of establishment of cell polarity",0.046%,null,null,1.613,-1.3275,0.873,0.816,30010,1
GO:0035089,"establishment of apical/basal cell polarity",0.011%,null,null,1.041,-1.5278,0.927,0.741,30010,1
GO:0051302,"regulation of cell division",0.595%,-1.361,-0.849,2.719,-1.9574,0.858,0.077,51302,0
GO:0051783,"regulation of nuclear division",0.406%,null,null,2.553,-1.7908,0.801,0.752,51302,1
GO:0007163,"establishment or maintenance of cell polarity",0.358%, 0.965,-0.364,2.498,-1.7038,0.930,0.081,7163,0
GO:0042221,"response to chemical",8.684%, 0.773, 0.143,3.882,-2.2020,0.973,0.094,42221,0
GO:1901615,"organic hydroxy compound metabolic process",1.118%,-0.823,-1.279,2.992,-1.4856,0.923,0.095,1901615,0
GO:0048518,"positive regulation of biological process",28.712%,-0.599,-1.010,4.401,-1.7673,0.915,0.114,48518,0
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.142%,-4.989,-3.328,2.100,-4.3872,0.818,0.164,184,0
GO:0000956,"nuclear-transcribed mRNA catabolic process",0.245%,null,null,2.334,-3.4089,0.810,0.938,184,1
GO:0006402,"mRNA catabolic process",0.271%,null,null,2.378,-3.2441,0.809,0.963,184,1
GO:1901360,"organic cyclic compound metabolic process",25.430%,-3.581,-2.756,4.349,-3.0655,0.883,0.165,1901360,0
