term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0001906,"cell killing",19.062%,-0.744,-0.212,4.223,-1.4504,0.993,0.000,1906,0
GO:0002860,"positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",0.007%, 2.960, 0.682,0.845,-4.7696,0.716,0.000,2860,0
GO:0002423,"natural killer cell mediated immune response to tumor cell",0.007%,null,null,0.845,-4.7696,0.778,0.928,2860,1
GO:0045954,"positive regulation of natural killer cell mediated cytotoxicity",0.030%,null,null,1.431,-3.4815,0.742,0.913,2860,1
GO:0002834,"regulation of response to tumor cell",0.009%,null,null,0.954,-4.1675,0.823,0.953,2860,1
GO:0002833,"positive regulation of response to biotic stimulus",0.030%,null,null,1.431,-2.6108,0.824,0.714,2860,1
GO:0002836,"positive regulation of response to tumor cell",0.009%,null,null,0.954,-4.1675,0.808,1.000,2860,1
GO:0002420,"natural killer cell mediated cytotoxicity directed against tumor cell target",0.007%,null,null,0.845,-4.7696,0.766,1.000,2860,1
GO:0002418,"immune response to tumor cell",0.014%,null,null,1.114,-4.1675,0.851,0.938,2860,1
GO:0002855,"regulation of natural killer cell mediated immune response to tumor cell",0.007%,null,null,0.845,-4.7696,0.729,1.000,2860,1
GO:0002858,"regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",0.007%,null,null,0.845,-4.7696,0.723,1.000,2860,1
GO:0002857,"positive regulation of natural killer cell mediated immune response to tumor cell",0.007%,null,null,0.845,-4.7696,0.722,1.000,2860,1
GO:0002839,"positive regulation of immune response to tumor cell",0.009%,null,null,0.954,-4.1675,0.794,0.985,2860,1
GO:0002837,"regulation of immune response to tumor cell",0.009%,null,null,0.954,-4.1675,0.802,1.000,2860,1
GO:0042267,"natural killer cell mediated cytotoxicity",0.067%,null,null,1.778,-1.5378,0.789,0.959,2860,1
GO:0002717,"positive regulation of natural killer cell mediated immunity",0.031%,null,null,1.447,-3.2518,0.748,0.976,2860,1
GO:0002715,"regulation of natural killer cell mediated immunity",0.036%,null,null,1.519,-3.0555,0.757,0.834,2860,1
GO:0042269,"regulation of natural killer cell mediated cytotoxicity",0.036%,null,null,1.519,-3.0555,0.747,0.989,2860,1
GO:0042271,"susceptibility to natural killer cell mediated cytotoxicity",0.008%,null,null,0.903,-3.1739,0.761,0.921,2860,1
GO:0050665,"hydrogen peroxide biosynthetic process",0.030%,-0.264,-0.353,1.431,-2.0264,0.921,0.000,50665,0
GO:0010726,"positive regulation of hydrogen peroxide metabolic process",0.002%,null,null,0.477,-1.5854,0.826,0.746,50665,1
GO:0010728,"regulation of hydrogen peroxide biosynthetic process",0.002%,null,null,0.477,-1.5854,0.847,0.849,50665,1
GO:0010729,"positive regulation of hydrogen peroxide biosynthetic process",0.001%,null,null,0.301,-1.5854,0.827,0.906,50665,1
GO:0065007,"biological regulation",51.216%,-0.969,-0.204,4.653,-1.6101,0.996,0.000,65007,0
GO:0015914,"phospholipid transport",0.155%, 0.973,-6.253,2.137,-2.2541,0.882,0.012,15914,0
GO:0045332,"phospholipid translocation",0.113%,null,null,2.000,-1.6686,0.763,0.934,15914,1
GO:0006865,"amino acid transport",0.394%,null,null,2.540,-1.3046,0.879,0.819,15914,1
GO:0015813,"L-glutamate transport",0.065%,null,null,1.763,-1.3623,0.891,0.792,15914,1
GO:0015800,"acidic amino acid transport",0.068%,null,null,1.785,-1.3623,0.890,0.795,15914,1
GO:0015807,"L-amino acid transport",0.138%,null,null,2.086,-2.0458,0.886,0.707,15914,1
GO:0034204,"lipid translocation",0.113%,null,null,2.000,-1.6686,0.778,0.977,15914,1
GO:0015711,"organic anion transport",0.945%,null,null,2.919,-1.7739,0.880,0.717,15914,1
GO:0019048,"modulation by virus of host morphology or physiology",0.033%,-2.202,-2.318,1.477,-1.9087,0.857,0.037,19048,0
GO:0044003,"modification by symbiont of host morphology or physiology",0.071%,null,null,1.799,-1.6300,0.860,0.906,19048,1
GO:0090345,"cellular organohalogen metabolic process",0.002%,-0.499,-0.024,0.477,-1.5854,0.952,0.053,90345,0
GO:0090346,"cellular organofluorine metabolic process",0.002%,-0.574,-0.015,0.477,-1.5854,0.952,0.053,90346,0
GO:0097191,"extrinsic apoptotic signaling pathway",0.531%, 4.025, 6.480,2.669,-3.9208,0.744,0.053,97191,0
GO:2001233,"regulation of apoptotic signaling pathway",0.765%,null,null,2.827,-1.7794,0.694,0.855,97191,1
GO:2001235,"positive regulation of apoptotic signaling pathway",0.316%,null,null,2.444,-1.3946,0.690,0.787,97191,1
GO:0008625,"extrinsic apoptotic signaling pathway via death domain receptors",0.144%,null,null,2.104,-1.3414,0.766,0.824,97191,1
GO:0097192,"extrinsic apoptotic signaling pathway in absence of ligand",0.226%,null,null,2.299,-3.5850,0.759,0.763,97191,1
GO:0000920,"cytokinetic cell separation",0.008%,-0.411, 0.378,0.903,-1.5854,0.933,0.059,920,0
GO:0007109,"cytokinesis, completion of separation",0.006%,null,null,0.778,-1.5854,0.934,0.873,920,1
GO:0046339,"diacylglycerol metabolic process",0.027%,-0.367,-1.375,1.398,-1.7703,0.906,0.064,46339,0
GO:0060706,"cell differentiation involved in embryonic placenta development",0.058%,-7.193, 2.991,1.716,-2.8962,0.840,0.068,60706,0
GO:0007006,"mitochondrial membrane organization",0.164%,-1.026,-2.786,2.161,-3.5850,0.833,0.074,7006,0
GO:1902686,"mitochondrial outer membrane permeabilization involved in programmed cell death",0.066%,null,null,1.771,-3.2757,0.726,0.940,7006,1
GO:0097345,"mitochondrial outer membrane permeabilization",0.063%,null,null,1.748,-3.3372,0.659,0.934,7006,1
GO:1902108,"regulation of mitochondrial membrane permeability involved in apoptotic process",0.103%,null,null,1.959,-3.1612,0.719,0.967,7006,1
GO:1902110,"positive regulation of mitochondrial membrane permeability involved in apoptotic process",0.066%,null,null,1.771,-3.2757,0.725,0.996,7006,1
GO:0008637,"apoptotic mitochondrial changes",0.228%,null,null,2.303,-2.1073,0.809,0.801,7006,1
GO:0046902,"regulation of mitochondrial membrane permeability",0.125%,null,null,2.045,-2.8477,0.740,0.983,7006,1
GO:0035794,"positive regulation of mitochondrial membrane permeability",0.099%,null,null,1.944,-3.2147,0.743,0.751,7006,1
GO:1901028,"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",0.048%,null,null,1.633,-2.8268,0.618,0.974,7006,1
