term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0023052,"signaling",17.329%, 1.915, 2.378,4.182,-1.6284,0.995,0.000,23052,0
GO:0032501,"multicellular organismal process",15.657%, 0.853, 1.022,4.138,-4.8239,0.995,0.000,32501,0
GO:0040011,"locomotion",3.285%, 0.354, 0.487,3.460,-3.7447,0.995,0.000,40011,0
GO:0044699,"single-organism process",71.655%, 1.927, 2.606,4.799,-1.8251,0.998,0.000,44699,0
GO:0050896,"response to stimulus",47.248%, 1.872, 2.233,4.618,-2.8894,0.997,0.000,50896,0
GO:2001235,"positive regulation of apoptotic signaling pathway",0.316%,-5.215,-4.814,2.444,-4.9586,0.725,0.000,2001235,0
GO:2001233,"regulation of apoptotic signaling pathway",0.765%,null,null,2.827,-2.6556,0.750,0.813,2001235,1
GO:2001244,"positive regulation of intrinsic apoptotic signaling pathway",0.088%,null,null,1.892,-3.0915,0.743,0.756,2001235,1
GO:2001242,"regulation of intrinsic apoptotic signaling pathway",0.219%,null,null,2.286,-2.8477,0.765,0.814,2001235,1
GO:2001238,"positive regulation of extrinsic apoptotic signaling pathway",0.157%,null,null,2.143,-1.6128,0.734,0.851,2001235,1
GO:0001836,"release of cytochrome c from mitochondria",0.138%,null,null,2.086,-1.6870,0.777,0.875,2001235,1
GO:1902533,"positive regulation of intracellular signal transduction",1.490%,null,null,3.117,-2.5498,0.713,0.905,2001235,1
GO:0097193,"intrinsic apoptotic signaling pathway",0.550%,null,null,2.685,-1.6455,0.765,0.858,2001235,1
GO:0090200,"positive regulation of release of cytochrome c from mitochondria",0.039%,null,null,1.544,-2.1911,0.740,0.710,2001235,1
GO:0090199,"regulation of release of cytochrome c from mitochondria",0.068%,null,null,1.785,-1.9119,0.763,0.869,2001235,1
GO:0010822,"positive regulation of mitochondrion organization",0.082%,null,null,1.863,-1.5953,0.802,0.909,2001235,1
GO:0009967,"positive regulation of signal transduction",2.348%,null,null,3.314,-2.5376,0.709,0.757,2001235,1
GO:0070488,"neutrophil aggregation",0.002%, 0.582, 0.702,0.477,-4.5686,0.965,0.011,70488,0
GO:0032602,"chemokine production",0.131%,-1.969, 7.172,2.064,-2.9547,0.880,0.015,32602,0
GO:0071895,"odontoblast differentiation",0.005%,-1.127, 4.662,0.699,-1.8027,0.914,0.055,71895,0
GO:0009620,"response to fungus",0.062%,-1.028, 0.723,1.740,-4.0506,0.919,0.060,9620,0
GO:0052548,"regulation of endopeptidase activity",0.736%,-2.423,-2.118,2.811,-4.0506,0.814,0.066,52548,0
GO:0010950,"positive regulation of endopeptidase activity",0.231%,null,null,2.310,-2.7471,0.823,0.969,52548,1
GO:0052547,"regulation of peptidase activity",0.782%,null,null,2.837,-4.0000,0.815,0.929,52548,1
GO:0010952,"positive regulation of peptidase activity",0.260%,null,null,2.360,-2.6990,0.825,0.886,52548,1
GO:2000116,"regulation of cysteine-type endopeptidase activity",0.373%,null,null,2.516,-3.8861,0.823,0.917,52548,1
GO:0097202,"activation of cysteine-type endopeptidase activity",0.163%,null,null,2.158,-2.1772,0.823,0.973,52548,1
GO:2001056,"positive regulation of cysteine-type endopeptidase activity",0.214%,null,null,2.276,-2.8125,0.823,0.982,52548,1
GO:0043281,"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.360%,null,null,2.501,-4.0223,0.744,0.914,52548,1
GO:0043280,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.205%,null,null,2.258,-2.9172,0.749,0.943,52548,1
GO:0006919,"activation of cysteine-type endopeptidase activity involved in apoptotic process",0.157%,null,null,2.143,-2.2628,0.751,0.970,52548,1
GO:0034310,"primary alcohol catabolic process",0.016%,-2.336,-3.897,1.176,-3.3979,0.879,0.071,34310,0
GO:0006068,"ethanol catabolic process",0.013%,null,null,1.079,-1.6788,0.880,0.804,34310,1
