term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0002468,"dendritic cell antigen processing and presentation",0.035%, 1.644,-1.819,1.505,-1.6951,0.968,0.000,2468,0
GO:0010324,"membrane invagination",0.064%, 0.407,-1.816,1.756,-2.2013,0.964,0.000,10324,0
GO:0010757,"negative regulation of plasminogen activation",0.010%,-0.083, 3.624,1.000,-3.2218,0.853,0.000,10757,0
GO:0010955,"negative regulation of protein processing",0.140%,null,null,2.093,-2.0035,0.832,0.833,10757,1
GO:0031639,"plasminogen activation",0.028%,null,null,1.415,-2.4559,0.944,0.716,10757,1
GO:0010755,"regulation of plasminogen activation",0.016%,null,null,1.176,-2.6840,0.887,0.910,10757,1
GO:0022610,"biological adhesion",2.826%, 0.030,-1.609,3.395,-2.4056,0.994,0.000,22610,0
GO:0032501,"multicellular organismal process",15.657%,-0.026,-1.221,4.138,-1.8022,0.995,0.000,32501,0
GO:0044699,"single-organism process",71.655%, 0.127,-2.523,4.799,-1.8431,0.998,0.000,44699,0
GO:0050974,"detection of mechanical stimulus involved in sensory perception",0.071%,-6.107,-2.674,1.799,-4.0915,0.759,0.000,50974,0
GO:0050906,"detection of stimulus involved in sensory perception",0.908%,null,null,2.902,-3.0605,0.772,0.729,50974,1
GO:0009582,"detection of abiotic stimulus",0.316%,null,null,2.444,-1.3236,0.940,0.833,50974,1
GO:0009581,"detection of external stimulus",0.312%,null,null,2.439,-1.3236,0.885,0.832,50974,1
GO:0050954,"sensory perception of mechanical stimulus",0.316%,null,null,2.444,-1.3103,0.820,0.762,50974,1
GO:0007606,"sensory perception of chemical stimulus",0.957%,null,null,2.925,-1.4336,0.804,0.852,50974,1
GO:0050982,"detection of mechanical stimulus",0.093%,null,null,1.919,-3.3768,0.889,0.808,50974,1
GO:0050966,"detection of mechanical stimulus involved in sensory perception of pain",0.033%,null,null,1.477,-3.0000,0.770,0.913,50974,1
GO:0007600,"sensory perception",1.733%,null,null,3.182,-1.6507,0.797,0.793,50974,1
GO:0060206,"estrous cycle phase",0.007%,-0.054,-0.774,0.845,-1.5211,0.994,0.000,60206,0
GO:0001775,"cell activation",2.008%,-0.056,-0.663,3.246,-2.7399,0.916,0.017,1775,0
GO:0006869,"lipid transport",0.732%, 5.488,-5.660,2.808,-2.3288,0.824,0.021,6869,0
GO:0015908,"fatty acid transport",0.138%,null,null,2.086,-1.9003,0.815,0.863,6869,1
GO:0015909,"long-chain fatty acid transport",0.084%,null,null,1.875,-2.3536,0.820,0.797,6869,1
GO:0010746,"regulation of plasma membrane long-chain fatty acid transport",0.011%,null,null,1.041,-1.3036,0.748,0.814,6869,1
GO:0010748,"negative regulation of plasma membrane long-chain fatty acid transport",0.005%,null,null,0.699,-1.3984,0.730,0.924,6869,1
GO:0008283,"cell proliferation",4.075%,-0.054,-0.775,3.554,-2.2518,0.967,0.027,8283,0
GO:0033343,"positive regulation of collagen binding",0.007%, 0.542, 0.522,0.845,-1.9940,0.945,0.035,33343,0
GO:0030155,"regulation of cell adhesion",0.746%, 0.001, 4.628,2.817,-2.8665,0.839,0.050,30155,0
GO:0007155,"cell adhesion",2.821%,null,null,3.394,-2.4123,0.945,0.819,30155,1
GO:0031589,"cell-substrate adhesion",0.798%,null,null,2.846,-1.5550,0.949,0.825,30155,1
GO:0019417,"sulfur oxidation",0.010%, 0.517, 0.079,1.000,-1.9940,0.912,0.066,19417,0
GO:0009611,"response to wounding",2.056%,-1.537, 0.872,3.256,-4.0000,0.908,0.071,9611,0
GO:0006790,"sulfur compound metabolic process",0.742%, 0.256,-1.262,2.814,-1.5264,0.945,0.071,6790,0
GO:0014823,"response to activity",0.126%,-0.062,-0.769,2.049,-1.6142,0.967,0.075,14823,0
GO:0065008,"regulation of biological quality",7.337%, 0.159,-0.546,3.809,-1.5911,0.923,0.087,65008,0
GO:0044763,"single-organism cellular process",45.302%, 0.224,-1.371,4.599,-1.3574,0.929,0.089,44763,0
GO:0042493,"response to drug",1.179%, 0.771, 0.679,3.015,-1.9348,0.931,0.095,42493,0
GO:0006147,"guanine catabolic process",0.009%, 0.808, 2.272,0.954,-1.9940,0.884,0.106,6147,0
GO:0006144,"purine nucleobase metabolic process",0.067%,null,null,1.778,-1.3823,0.877,0.799,6147,1
GO:0006145,"purine nucleobase catabolic process",0.011%,null,null,1.041,-1.5211,0.883,0.864,6147,1
GO:0046113,"nucleobase catabolic process",0.035%,null,null,1.505,-1.3036,0.877,0.858,6147,1
GO:0046098,"guanine metabolic process",0.011%,null,null,1.041,-1.6951,0.888,0.794,6147,1
GO:0016311,"dephosphorylation",1.340%, 0.814, 2.923,3.071,-1.4944,0.927,0.109,16311,0
GO:0009605,"response to external stimulus",4.459%,-0.075,-1.018,3.593,-1.4235,0.957,0.113,9605,0
GO:0051239,"regulation of multicellular organismal process",5.506%, 0.483,-1.115,3.684,-1.5299,0.920,0.118,51239,0
