term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0048539,"bone marrow development",0.008%,-7.434, 0.706,0.903,-4.6576,0.793,0.000,48539,0
GO:0008299,"isoprenoid biosynthetic process",0.083%, 1.751, 4.214,1.869,-3.2596,0.854,0.011,8299,0
GO:0045338,"farnesyl diphosphate metabolic process",0.005%,null,null,0.699,-2.2299,0.879,0.708,8299,1
GO:0008283,"cell proliferation",4.075%,-0.147,-0.297,3.554,-2.4828,0.963,0.018,8283,0
GO:0035089,"establishment of apical/basal cell polarity",0.011%, 0.182,-0.568,1.041,-2.0088,0.908,0.054,35089,0
GO:0061162,"establishment of monopolar cell polarity",0.015%,null,null,1.146,-1.9303,0.909,0.985,35089,1
GO:0035088,"establishment or maintenance of apical/basal cell polarity",0.042%,null,null,1.580,-1.5358,0.905,0.922,35089,1
GO:0061178,"regulation of insulin secretion involved in cellular response to glucose stimulus",0.095%, 2.847,-4.919,1.924,-3.1249,0.582,0.062,61178,0
GO:0090087,"regulation of peptide transport",0.458%,null,null,2.605,-1.7131,0.799,0.918,61178,1
GO:0042593,"glucose homeostasis",0.473%,null,null,2.619,-1.7994,0.818,0.934,61178,1
GO:0050796,"regulation of insulin secretion",0.352%,null,null,2.491,-1.7749,0.662,0.876,61178,1
GO:0046879,"hormone secretion",0.615%,null,null,2.733,-1.4419,0.703,0.969,61178,1
GO:0046883,"regulation of hormone secretion",0.488%,null,null,2.632,-1.5837,0.672,0.922,61178,1
GO:0071322,"cellular response to carbohydrate stimulus",0.246%,null,null,2.336,-2.3072,0.828,0.814,61178,1
GO:0061179,"negative regulation of insulin secretion involved in cellular response to glucose stimulus",0.011%,null,null,1.041,-2.1057,0.620,0.854,61178,1
GO:0071331,"cellular response to hexose stimulus",0.222%,null,null,2.292,-2.3893,0.824,0.992,61178,1
GO:0071326,"cellular response to monosaccharide stimulus",0.226%,null,null,2.299,-2.3893,0.824,0.979,61178,1
GO:0071333,"cellular response to glucose stimulus",0.213%,null,null,2.274,-2.4248,0.689,0.937,61178,1
GO:0030072,"peptide hormone secretion",0.490%,null,null,2.634,-1.5901,0.688,0.977,61178,1
GO:0030073,"insulin secretion",0.422%,null,null,2.569,-1.6627,0.691,0.952,61178,1
GO:0035773,"insulin secretion involved in cellular response to glucose stimulus",0.105%,null,null,1.968,-3.0458,0.611,0.888,61178,1
GO:0009749,"response to glucose",0.370%,null,null,2.513,-1.9555,0.861,0.943,61178,1
GO:0009746,"response to hexose",0.385%,null,null,2.530,-1.9255,0.861,0.981,61178,1
GO:0046676,"negative regulation of insulin secretion",0.071%,null,null,1.799,-1.4579,0.683,0.876,61178,1
GO:0002790,"peptide secretion",0.500%,null,null,2.643,-1.5714,0.815,0.948,61178,1
GO:0002791,"regulation of peptide secretion",0.394%,null,null,2.540,-1.7282,0.786,0.959,61178,1
GO:0002792,"negative regulation of peptide secretion",0.079%,null,null,1.845,-1.4579,0.790,0.781,61178,1
GO:0090276,"regulation of peptide hormone secretion",0.391%,null,null,2.537,-1.7435,0.660,0.985,61178,1
GO:0015833,"peptide transport",0.612%,null,null,2.731,-1.5123,0.828,0.954,61178,1
GO:0090278,"negative regulation of peptide hormone secretion",0.077%,null,null,1.839,-1.4579,0.681,0.991,61178,1
GO:0034284,"response to monosaccharide",0.410%,null,null,2.558,-1.8969,0.862,0.952,61178,1
GO:0001678,"cellular glucose homeostasis",0.235%,null,null,2.316,-2.2916,0.789,0.819,61178,1
GO:0009914,"hormone transport",0.622%,null,null,2.738,-1.4317,0.767,0.752,61178,1
GO:0000959,"mitochondrial RNA metabolic process",0.027%, 2.083, 4.713,1.398,-1.4579,0.923,0.066,959,0
GO:0065009,"regulation of molecular function",6.209%,-0.107, 0.022,3.736,-1.7282,0.934,0.067,65009,0
GO:0042221,"response to chemical",8.684%,-0.033,-0.887,3.882,-1.4857,0.965,0.084,42221,0
GO:1901360,"organic cyclic compound metabolic process",25.430%, 1.411, 3.305,4.349,-1.6893,0.942,0.115,1901360,0
GO:0010694,"positive regulation of alkaline phosphatase activity",0.025%, 3.229, 4.691,1.362,-2.1057,0.853,0.115,10694,0
GO:0010692,"regulation of alkaline phosphatase activity",0.040%,null,null,1.556,-1.8636,0.850,0.796,10694,1
GO:0010922,"positive regulation of phosphatase activity",0.048%,null,null,1.633,-1.5358,0.847,0.829,10694,1
GO:0006743,"ubiquinone metabolic process",0.034%, 2.099, 3.558,1.491,-1.6690,0.886,0.130,6743,0
GO:0007346,"regulation of mitotic cell cycle",0.775%, 1.758, 1.935,2.833,-2.7852,0.819,0.149,7346,0
GO:0000278,"mitotic cell cycle",1.725%,null,null,3.180,-1.4603,0.863,0.794,7346,1
GO:0051726,"regulation of cell cycle",1.952%,null,null,3.234,-1.6284,0.814,0.722,7346,1
GO:0010564,"regulation of cell cycle process",1.104%,null,null,2.987,-1.6284,0.815,0.824,7346,1
GO:0001560,"regulation of cell growth by extracellular stimulus",0.005%, 2.822,-0.617,0.699,-2.4056,0.853,0.169,1560,0
GO:1902414,"protein localization to cell junction",0.018%, 0.887,-5.747,1.230,-2.2299,0.938,0.173,1902414,0
GO:0009058,"biosynthetic process",19.017%, 0.685, 1.898,4.222,-1.5267,0.960,0.180,9058,0
GO:0006725,"cellular aromatic compound metabolic process",24.907%, 1.592, 3.355,4.340,-1.3504,0.903,0.198,6725,0
GO:0031268,"pseudopodium organization",0.025%, 1.137,-0.445,1.362,-1.7552,0.919,0.200,31268,0
GO:0046849,"bone remodeling",0.199%,-4.885, 0.168,2.246,-2.4067,0.822,0.205,46849,0
GO:0046852,"positive regulation of bone remodeling",0.030%,null,null,1.431,-1.7100,0.794,0.917,46849,1
GO:0046850,"regulation of bone remodeling",0.096%,null,null,1.929,-1.3180,0.788,0.890,46849,1
GO:0034105,"positive regulation of tissue remodeling",0.058%,null,null,1.716,-1.5082,0.787,0.823,46849,1
GO:0045124,"regulation of bone resorption",0.077%,null,null,1.839,-1.3922,0.706,0.909,46849,1
GO:0045780,"positive regulation of bone resorption",0.030%,null,null,1.431,-1.7100,0.716,0.773,46849,1
GO:0045600,"positive regulation of fat cell differentiation",0.084%,-5.378, 2.085,1.875,-3.0809,0.722,0.215,45600,0
GO:0050873,"brown fat cell differentiation",0.090%,null,null,1.903,-1.4130,0.784,0.828,45600,1
GO:0045598,"regulation of fat cell differentiation",0.201%,null,null,2.248,-2.2175,0.724,0.824,45600,1
GO:0006370,"7-methylguanosine mRNA capping",0.043%, 2.571, 5.094,1.591,-1.4130,0.912,0.224,6370,0
GO:0009452,"7-methylguanosine RNA capping",0.052%,null,null,1.672,-1.3723,0.911,0.987,6370,1
GO:0090399,"replicative senescence",0.030%,-6.129, 0.459,1.431,-1.8060,0.815,0.234,90399,0
GO:0048561,"establishment of organ orientation",0.002%,-7.322, 0.628,0.477,-2.7055,0.802,0.240,48561,0
GO:0009893,"positive regulation of metabolic process",5.415%, 0.524, 4.287,3.677,-1.6167,0.869,0.254,9893,0
GO:0007267,"cell-cell signaling",2.522%, 3.298,-1.138,3.345,-1.4907,0.860,0.272,7267,0
GO:0060033,"anatomical structure regression",0.032%,-6.473, 0.419,1.462,-1.8636,0.825,0.282,60033,0
GO:0043615,"astrocyte cell migration",0.009%,-5.973,-3.229,0.954,-2.1057,0.752,0.283,43615,0
GO:0001503,"ossification",0.817%,-5.280, 0.133,2.856,-2.1965,0.828,0.291,1503,0
GO:0045908,"negative regulation of vasodilation",0.008%,-4.073,-2.390,0.903,-2.4056,0.761,0.295,45908,0
GO:0042312,"regulation of vasodilation",0.122%,null,null,2.033,-1.4130,0.732,0.764,45908,1
GO:0007568,"aging",0.730%,-6.624, 0.455,2.808,-2.4881,0.810,0.296,7568,0
GO:0010666,"positive regulation of cardiac muscle cell apoptotic process",0.038%,-1.010, 2.166,1.531,-2.0088,0.807,0.301,10666,0
GO:0010665,"regulation of cardiac muscle cell apoptotic process",0.059%,null,null,1.724,-1.7100,0.819,0.962,10666,1
GO:0010661,"positive regulation of muscle cell apoptotic process",0.046%,null,null,1.613,-1.8060,0.808,0.868,10666,1
GO:0010662,"regulation of striated muscle cell apoptotic process",0.063%,null,null,1.748,-1.6315,0.818,0.971,10666,1
GO:0010663,"positive regulation of striated muscle cell apoptotic process",0.038%,null,null,1.531,-2.0088,0.807,0.975,10666,1
GO:0010664,"negative regulation of striated muscle cell apoptotic process",0.028%,null,null,1.415,-1.8060,0.810,0.918,10666,1
GO:0010658,"striated muscle cell apoptotic process",0.075%,null,null,1.826,-1.5358,0.856,0.914,10666,1
GO:0010660,"regulation of muscle cell apoptotic process",0.115%,null,null,2.009,-1.3535,0.815,0.952,10666,1
GO:0010659,"cardiac muscle cell apoptotic process",0.072%,null,null,1.806,-1.5972,0.854,0.984,10666,1
GO:0010656,"negative regulation of muscle cell apoptotic process",0.064%,null,null,1.756,-1.5358,0.804,0.898,10666,1
GO:1901362,"organic cyclic compound biosynthetic process",13.849%, 2.177, 5.607,4.085,-1.7104,0.906,0.301,1901362,0
GO:0044249,"cellular biosynthetic process",18.384%,null,null,4.208,-1.6336,0.878,0.732,1901362,1
GO:1901576,"organic substance biosynthetic process",18.650%,null,null,4.214,-1.5722,0.918,0.797,1901362,1
GO:2000474,"regulation of opioid receptor signaling pathway",0.006%, 2.616,-0.256,0.778,-2.7055,0.846,0.304,2000474,0
GO:0048771,"tissue remodeling",0.384%,-4.957, 0.170,2.529,-1.8969,0.838,0.310,48771,0
GO:0032472,"Golgi calcium ion transport",0.002%, 1.258,-6.047,0.477,-2.4056,0.904,0.313,32472,0
GO:0061045,"negative regulation of wound healing",0.018%, 1.126, 0.380,1.230,-1.8636,0.914,0.319,61045,0
GO:0071896,"protein localization to adherens junction",0.008%, 1.094,-6.038,0.903,-2.2299,0.941,0.321,71896,0
GO:0045408,"regulation of interleukin-6 biosynthetic process",0.054%,-3.461, 4.927,1.681,-1.8636,0.733,0.323,45408,0
GO:0042226,"interleukin-6 biosynthetic process",0.056%,null,null,1.699,-1.8060,0.826,0.807,45408,1
GO:0061430,"bone trabecula morphogenesis",0.036%,-6.302, 0.504,1.519,-1.7100,0.815,0.331,61430,0
GO:0060343,"trabecula formation",0.062%,null,null,1.740,-1.4349,0.767,0.909,61430,1
GO:0060346,"bone trabecula formation",0.025%,null,null,1.362,-1.8060,0.775,0.858,61430,1
