term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0033578,"protein glycosylation in Golgi",0.011%,-3.137,-6.555,1.041,-3.2007,0.795,0.000,33578,0
GO:0060613,"fat pad development",0.017%, 6.746,-0.036,1.204,-2.8239,0.798,0.011,60613,0
GO:0071499,"cellular response to laminar fluid shear stress",0.008%,-0.105, 1.093,0.903,-2.8239,0.909,0.023,71499,0
GO:0034616,"response to laminar fluid shear stress",0.033%,null,null,1.477,-1.6059,0.948,0.889,71499,1
GO:0071498,"cellular response to fluid shear stress",0.022%,null,null,1.301,-2.1290,0.905,0.819,71499,1
GO:0033157,"regulation of intracellular protein transport",0.447%,-1.565, 1.173,2.594,-1.7156,0.869,0.029,33157,0
GO:1900180,"regulation of protein localization to nucleus",0.340%,null,null,2.476,-1.3953,0.871,0.869,33157,1
GO:0042306,"regulation of protein import into nucleus",0.295%,null,null,2.415,-1.5216,0.867,0.854,33157,1
GO:0072538,"T-helper 17 type immune response",0.025%, 2.000, 0.720,1.362,-1.5720,0.972,0.045,72538,0
GO:0002446,"neutrophil mediated immunity",0.040%, 3.029, 1.215,1.556,-1.5095,0.981,0.107,2446,0
GO:0006635,"fatty acid beta-oxidation",0.108%,-2.650,-2.268,1.982,-2.6925,0.731,0.123,6635,0
GO:0072329,"monocarboxylic acid catabolic process",0.172%,null,null,2.182,-1.5355,0.775,0.914,6635,1
GO:0016054,"organic acid catabolic process",0.449%,null,null,2.597,-2.4214,0.766,0.949,6635,1
GO:0046395,"carboxylic acid catabolic process",0.449%,null,null,2.597,-2.4214,0.763,0.880,6635,1
GO:0009062,"fatty acid catabolic process",0.140%,null,null,2.093,-2.0177,0.732,0.948,6635,1
GO:0009063,"cellular amino acid catabolic process",0.283%,null,null,2.396,-1.3437,0.762,0.955,6635,1
GO:0009083,"branched-chain amino acid catabolic process",0.025%,null,null,1.362,-2.1261,0.794,0.712,6635,1
GO:0019395,"fatty acid oxidation",0.155%,null,null,2.137,-2.4001,0.750,0.968,6635,1
GO:0034440,"lipid oxidation",0.158%,null,null,2.146,-2.3487,0.796,0.804,6635,1
GO:0019626,"short-chain fatty acid catabolic process",0.010%,null,null,1.000,-1.5720,0.769,0.819,6635,1
GO:0035359,"negative regulation of peroxisome proliferator activated receptor signaling pathway",0.003%, 0.442,-0.715,0.602,-2.5243,0.853,0.136,35359,0
GO:0035358,"regulation of peroxisome proliferator activated receptor signaling pathway",0.019%,null,null,1.255,-1.4118,0.864,0.880,35359,1
GO:0010833,"telomere maintenance via telomere lengthening",0.056%,-4.000, 3.792,1.699,-2.5391,0.684,0.136,10833,0
GO:0007004,"telomere maintenance via telomerase",0.028%,null,null,1.415,-2.1261,0.661,0.873,10833,1
GO:0032212,"positive regulation of telomere maintenance via telomerase",0.013%,null,null,1.079,-2.5243,0.635,0.787,10833,1
GO:0032210,"regulation of telomere maintenance via telomerase",0.018%,null,null,1.230,-1.4118,0.635,0.933,10833,1
GO:0032206,"positive regulation of telomere maintenance",0.021%,null,null,1.279,-2.0630,0.652,0.913,10833,1
GO:0000723,"telomere maintenance",0.152%,null,null,2.127,-1.4182,0.664,0.922,10833,1
GO:0070102,"interleukin-6-mediated signaling pathway",0.022%,-1.016, 2.172,1.301,-1.8336,0.845,0.164,70102,0
GO:0071354,"cellular response to interleukin-6",0.034%,null,null,1.491,-1.5095,0.904,0.943,70102,1
GO:0097527,"necroptotic signaling pathway",0.009%,-1.927, 2.383,0.954,-1.5720,0.870,0.173,97527,0
GO:0048026,"positive regulation of mRNA splicing, via spliceosome",0.007%,-5.690,-2.344,0.845,-1.7781,0.821,0.186,48026,0
GO:0033120,"positive regulation of RNA splicing",0.014%,null,null,1.114,-1.4118,0.816,0.717,48026,1
GO:0097056,"selenocysteinyl-tRNA(Sec) biosynthetic process",0.008%,-5.174,-4.153,0.903,-1.7781,0.861,0.188,97056,0
GO:0001514,"selenocysteine incorporation",0.008%,-3.825,-5.764,0.903,-1.5720,0.805,0.197,1514,0
GO:0032648,"regulation of interferon-beta production",0.063%, 6.705,-2.187,1.748,-2.4547,0.727,0.200,32648,0
GO:0032608,"interferon-beta production",0.068%,null,null,1.785,-2.3737,0.763,0.862,32648,1
GO:0045357,"regulation of interferon-beta biosynthetic process",0.024%,null,null,1.342,-1.5720,0.618,0.972,32648,1
GO:0045359,"positive regulation of interferon-beta biosynthetic process",0.015%,null,null,1.146,-1.7781,0.620,0.900,32648,1
GO:0045350,"interferon-beta biosynthetic process",0.024%,null,null,1.342,-1.5720,0.685,0.930,32648,1
GO:0032728,"positive regulation of interferon-beta production",0.030%,null,null,1.431,-1.6702,0.734,0.940,32648,1
GO:0032479,"regulation of type I interferon production",0.168%,null,null,2.170,-1.4309,0.716,0.924,32648,1
GO:0032480,"negative regulation of type I interferon production",0.055%,null,null,1.690,-1.7158,0.710,0.857,32648,1
GO:0042157,"lipoprotein metabolic process",0.387%,-2.143,-6.093,2.533,-1.9727,0.870,0.201,42157,0
GO:0060023,"soft palate development",0.010%, 6.007, 1.499,1.000,-2.5243,0.892,0.214,60023,0
GO:0009186,"deoxyribonucleoside diphosphate metabolic process",0.023%,-3.008,-1.112,1.322,-1.4118,0.841,0.227,9186,0
GO:0060972,"left/right pattern formation",0.040%, 7.337,-0.063,1.556,-2.3696,0.788,0.235,60972,0
GO:0045599,"negative regulation of fat cell differentiation",0.089%, 5.088, 0.285,1.898,-2.1543,0.749,0.271,45599,0
GO:0045598,"regulation of fat cell differentiation",0.201%,null,null,2.248,-1.3516,0.759,0.827,45599,1
GO:0006497,"protein lipidation",0.210%,-3.369,-5.699,2.267,-2.6757,0.800,0.275,6497,0
GO:0016254,"preassembly of GPI anchor in ER membrane",0.019%,null,null,1.255,-1.3430,0.722,0.825,6497,1
GO:0042158,"lipoprotein biosynthetic process",0.228%,null,null,2.303,-2.5607,0.811,0.903,6497,1
GO:0006501,"C-terminal protein lipidation",0.032%,null,null,1.462,-1.5287,0.815,0.854,6497,1
GO:0006506,"GPI anchor biosynthetic process",0.120%,null,null,2.025,-1.3465,0.692,0.941,6497,1
GO:0009409,"response to cold",0.093%, 0.755, 0.622,1.919,-1.4037,0.960,0.280,9409,0
GO:0090042,"tubulin deacetylation",0.023%,-2.611,-6.701,1.322,-2.0630,0.858,0.288,90042,0
GO:0072539,"T-helper 17 cell differentiation",0.022%, 6.621,-0.007,1.301,-2.0630,0.759,0.300,72539,0
GO:0045581,"negative regulation of T cell differentiation",0.050%,null,null,1.653,-1.6059,0.680,0.855,72539,1
GO:0045580,"regulation of T cell differentiation",0.236%,null,null,2.318,-1.5308,0.669,0.723,72539,1
GO:0018410,"C-terminal protein amino acid modification",0.043%,-2.517,-5.871,1.591,-1.4037,0.848,0.301,18410,0
GO:0007224,"smoothened signaling pathway",0.316%,-2.015, 2.174,2.444,-1.3437,0.846,0.310,7224,0
GO:0006513,"protein monoubiquitination",0.067%,-2.712,-5.983,1.778,-1.6560,0.843,0.311,6513,0
GO:0016567,"protein ubiquitination",1.323%,null,null,3.065,-1.3166,0.810,0.723,6513,1
GO:0007389,"pattern specification process",1.143%, 7.782,-0.267,3.002,-1.4900,0.776,0.316,7389,0
GO:0032438,"melanosome organization",0.039%,-1.703, 7.045,1.544,-1.4224,0.834,0.322,32438,0
GO:0048753,"pigment granule organization",0.041%,null,null,1.568,-1.4224,0.834,0.871,32438,1
GO:0044252,"negative regulation of multicellular organismal metabolic process",0.007%, 4.801,-3.412,0.845,-1.5720,0.736,0.323,44252,0
GO:0044246,"regulation of multicellular organismal metabolic process",0.073%,null,null,1.813,-1.4037,0.723,0.726,44252,1
GO:0060743,"epithelial cell maturation involved in prostate gland development",0.008%, 7.389, 0.254,0.903,-2.0630,0.753,0.335,60743,0
GO:0060742,"epithelial cell differentiation involved in prostate gland development",0.038%,null,null,1.531,-1.7131,0.733,0.719,60743,1
GO:0071360,"cellular response to exogenous dsRNA",0.011%,-0.512, 2.432,1.041,-1.4118,0.921,0.336,71360,0
GO:0070244,"negative regulation of thymocyte apoptotic process",0.017%, 0.793,-1.999,1.204,-1.5720,0.855,0.341,70244,0
GO:0070229,"negative regulation of lymphocyte apoptotic process",0.070%,null,null,1.792,-1.3430,0.844,0.857,70244,1
GO:0060271,"cilium morphogenesis",0.426%, 3.433, 5.595,2.574,-2.0496,0.718,0.360,60271,0
GO:0050687,"negative regulation of defense response to virus",0.022%, 1.401,-1.231,1.301,-1.8336,0.891,0.384,50687,0
GO:0008635,"activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c",0.021%,-2.988,-5.042,1.279,-1.4118,0.800,0.390,8635,0
GO:0010847,"regulation of chromatin assembly",0.002%,-4.432, 4.640,0.477,-2.5243,0.745,0.404,10847,0
GO:0070647,"protein modification by small protein conjugation or removal",1.542%,-4.124,-6.125,3.132,-1.4302,0.815,0.405,70647,0
GO:0045444,"fat cell differentiation",0.409%, 6.417, 1.605,2.556,-1.3246,0.803,0.410,45444,0
GO:0048285,"organelle fission",1.175%,-1.842, 7.546,3.014,-1.6878,0.828,0.414,48285,0
GO:0031650,"regulation of heat generation",0.026%, 5.998,-1.607,1.380,-2.1290,0.755,0.422,31650,0
GO:0031649,"heat generation",0.036%,null,null,1.519,-1.6059,0.790,0.891,31650,1
GO:0007031,"peroxisome organization",0.092%,-1.724, 7.285,1.914,-1.6702,0.856,0.432,7031,0
GO:0030500,"regulation of bone mineralization",0.121%, 7.412,-0.607,2.029,-1.5909,0.726,0.433,30500,0
GO:0070167,"regulation of biomineral tissue development",0.131%,null,null,2.064,-1.5016,0.724,0.894,30500,1
GO:0032042,"mitochondrial DNA metabolic process",0.044%,-4.861, 4.496,1.602,-1.4224,0.777,0.440,32042,0
