term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006071,"glycerol metabolic process",0.052%,-3.317,-5.241,1.672,-5.1938,0.760,0.000,6071,0
GO:0019751,"polyol metabolic process",0.210%,null,null,2.267,-2.5654,0.795,0.710,6071,1
GO:0019400,"alditol metabolic process",0.058%,null,null,1.716,-4.9586,0.760,0.820,6071,1
GO:0019401,"alditol biosynthetic process",0.006%,null,null,0.778,-2.4535,0.725,0.860,6071,1
GO:0006114,"glycerol biosynthetic process",0.006%,null,null,0.778,-2.4535,0.725,0.860,6071,1
GO:0007157,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.084%, 0.016, 0.394,1.875,-2.8539,0.992,0.000,7157,0
GO:0031427,"response to methotrexate",0.011%,-0.894, 2.928,1.041,-2.1530,0.965,0.000,31427,0
GO:0060043,"regulation of cardiac muscle cell proliferation",0.096%, 6.520,-1.653,1.929,-2.8013,0.573,0.029,60043,0
GO:0060419,"heart growth",0.165%,null,null,2.164,-2.1772,0.639,0.867,60043,1
GO:0060420,"regulation of heart growth",0.117%,null,null,2.017,-2.5003,0.619,0.934,60043,1
GO:0016202,"regulation of striated muscle tissue development",0.316%,null,null,2.444,-1.5792,0.634,0.924,60043,1
GO:0014855,"striated muscle cell proliferation",0.147%,null,null,2.114,-2.3990,0.940,0.839,60043,1
GO:0060038,"cardiac muscle cell proliferation",0.133%,null,null,2.072,-2.3990,0.617,0.960,60043,1
GO:0060044,"negative regulation of cardiac muscle cell proliferation",0.022%,null,null,1.301,-1.6792,0.599,0.891,60043,1
GO:0060045,"positive regulation of cardiac muscle cell proliferation",0.066%,null,null,1.771,-1.4603,0.576,0.960,60043,1
GO:0055021,"regulation of cardiac muscle tissue growth",0.105%,null,null,1.968,-2.6596,0.597,0.976,60043,1
GO:0055024,"regulation of cardiac muscle tissue development",0.128%,null,null,2.053,-2.3675,0.606,0.843,60043,1
GO:0055017,"cardiac muscle tissue growth",0.150%,null,null,2.124,-2.2807,0.623,0.975,60043,1
GO:0055013,"cardiac muscle cell development",0.139%,null,null,2.090,-2.5003,0.575,0.799,60043,1
GO:0055015,"ventricular cardiac muscle cell development",0.041%,null,null,1.568,-1.5053,0.604,0.908,60043,1
GO:0046620,"regulation of organ growth",0.213%,null,null,2.274,-1.9842,0.753,0.923,60043,1
GO:0055012,"ventricular cardiac muscle cell differentiation",0.060%,null,null,1.732,-1.3485,0.601,0.863,60043,1
GO:0055006,"cardiac cell development",0.145%,null,null,2.107,-2.4306,0.603,0.892,60043,1
GO:0055007,"cardiac muscle cell differentiation",0.236%,null,null,2.318,-1.9119,0.567,0.930,60043,1
GO:0055001,"muscle cell development",0.469%,null,null,2.616,-1.3754,0.659,0.752,60043,1
GO:0055002,"striated muscle cell development",0.447%,null,null,2.594,-1.4372,0.656,0.890,60043,1
GO:0048634,"regulation of muscle organ development",0.322%,null,null,2.453,-1.5572,0.656,0.722,60043,1
GO:0048638,"regulation of developmental growth",0.309%,null,null,2.435,-1.4281,0.733,0.756,60043,1
GO:1901861,"regulation of muscle tissue development",0.317%,null,null,2.446,-1.5682,0.715,0.723,60043,1
GO:0048739,"cardiac muscle fiber development",0.015%,null,null,1.146,-1.8539,0.626,0.848,60043,1
GO:0048738,"cardiac muscle tissue development",0.438%,null,null,2.585,-1.3925,0.621,0.822,60043,1
GO:0007005,"mitochondrion organization",0.649%, 0.510,-0.105,2.757,-1.9694,0.914,0.035,7005,0
GO:0055089,"fatty acid homeostasis",0.017%, 1.322, 2.674,1.204,-1.6130,0.963,0.042,55089,0
GO:0046629,"gamma-delta T cell activation",0.048%, 0.021, 0.661,1.633,-1.6130,0.911,0.057,46629,0
GO:0006801,"superoxide metabolic process",0.140%,-0.207, 0.287,2.093,-2.3675,0.917,0.071,6801,0
GO:1902600,"hydrogen ion transmembrane transport",3.156%,-1.570, 6.511,3.443,-4.3872,0.824,0.079,1902600,0
GO:0015992,"proton transport",3.250%,null,null,3.455,-4.0269,0.893,0.963,1902600,1
GO:0009124,"nucleoside monophosphate biosynthetic process",1.453%,null,null,3.106,-2.8041,0.623,0.887,1902600,1
GO:0009127,"purine nucleoside monophosphate biosynthetic process",1.383%,null,null,3.085,-3.1079,0.622,0.962,1902600,1
GO:0006164,"purine nucleotide biosynthetic process",1.766%,null,null,3.191,-2.0535,0.606,0.975,1902600,1
GO:0009145,"purine nucleoside triphosphate biosynthetic process",1.337%,null,null,3.070,-3.4437,0.629,0.976,1902600,1
GO:0009142,"nucleoside triphosphate biosynthetic process",1.370%,null,null,3.080,-3.1308,0.631,0.871,1902600,1
