term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0016340,"calcium-dependent cell-matrix adhesion",0.010%,-0.715, 1.862,1.000,-1.7040,0.995,0.000,16340,0
GO:0050896,"response to stimulus",47.248%,-0.623, 1.936,4.618,-1.5715,0.997,0.000,50896,0
GO:1901615,"organic hydroxy compound metabolic process",1.118%,-0.024, 0.433,2.992,-4.0809,0.939,0.000,1901615,0
GO:1901863,"positive regulation of muscle tissue development",0.039%,-5.308, 0.708,1.544,-3.0862,0.831,0.000,1901863,0
GO:0045844,"positive regulation of striated muscle tissue development",0.038%,null,null,1.531,-1.8938,0.776,0.982,1901863,1
GO:0048641,"regulation of skeletal muscle tissue development",0.162%,null,null,2.155,-2.1101,0.772,0.803,1901863,1
GO:0048643,"positive regulation of skeletal muscle tissue development",0.028%,null,null,1.415,-2.6440,0.779,0.716,1901863,1
GO:0048743,"positive regulation of skeletal muscle fiber development",0.006%,null,null,0.778,-1.7040,0.744,0.879,1901863,1
GO:1902170,"cellular response to reactive nitrogen species",0.030%, 2.578, 0.506,1.431,-3.4089,0.910,0.000,1902170,0
GO:0035725,"sodium ion transmembrane transport",0.343%, 2.266, 6.739,2.480,-3.3665,0.853,0.030,35725,0
GO:0002028,"regulation of sodium ion transport",0.177%,null,null,2.193,-1.5043,0.854,0.866,35725,1
GO:2000649,"regulation of sodium ion transmembrane transporter activity",0.099%,null,null,1.944,-1.5804,0.802,0.826,35725,1
GO:0042737,"drug catabolic process",0.018%, 0.565,-1.081,1.230,-2.9393,0.923,0.042,42737,0
GO:0042738,"exogenous drug catabolic process",0.015%,null,null,1.146,-1.4073,0.887,0.877,42737,1
GO:0042752,"regulation of circadian rhythm",0.179%,-0.206, 0.586,2.199,-1.8492,0.951,0.049,42752,0
GO:0009266,"response to temperature stimulus",0.307%,-0.012, 0.862,2.431,-1.7905,0.975,0.057,9266,0
GO:0051764,"actin crosslink formation",0.046%, 1.031,-0.236,1.613,-2.6440,0.875,0.065,51764,0
