term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0002376,"immune system process",29.354%, 0.023, 0.249,4.411,-1.6955,0.996,0.000,2376,0
GO:0007167,"enzyme linked receptor protein signaling pathway",2.356%,-3.977,-5.999,3.316,-4.9586,0.747,0.000,7167,0
GO:0023052,"signaling",17.329%, 0.884, 0.444,4.182,-3.4815,0.995,0.000,23052,0
GO:0032501,"multicellular organismal process",15.657%, 0.274, 0.147,4.138,-2.3261,0.995,0.000,32501,0
GO:0032502,"developmental process",13.055%, 0.494, 0.133,4.059,-1.7683,0.995,0.000,32502,0
GO:0040011,"locomotion",3.285%, 0.224, 0.094,3.460,-2.7352,0.994,0.000,40011,0
GO:0050896,"response to stimulus",47.248%, 0.249, 0.388,4.618,-4.0177,0.997,0.000,50896,0
GO:0065007,"biological regulation",51.216%, 0.061, 0.178,4.653,-3.2218,0.997,0.000,65007,0
GO:0090136,"epithelial cell-cell adhesion",0.050%, 0.001, 0.060,1.653,-1.9292,0.977,0.017,90136,0
GO:0048732,"gland development",1.335%, 6.375,-1.644,3.069,-3.9208,0.689,0.023,48732,0
GO:0008283,"cell proliferation",4.075%, 0.152, 0.130,3.554,-2.9747,0.968,0.027,8283,0
GO:0016265,"death",4.501%, 1.109, 0.425,3.597,-1.9382,0.968,0.030,16265,0
GO:0006914,"autophagy",0.414%,-0.254, 0.865,2.561,-2.1720,0.931,0.045,6914,0
GO:0035609,"C-terminal protein deglutamylation",0.006%,-0.808, 3.795,0.778,-1.7226,0.915,0.066,35609,0
GO:0035610,"protein side chain deglutamylation",0.006%,null,null,0.778,-1.7226,0.915,0.929,35609,1
GO:0070358,"actin polymerization-dependent cell motility",0.008%, 0.109, 2.321,0.903,-3.4437,0.920,0.066,70358,0
GO:0042752,"regulation of circadian rhythm",0.179%,-0.005, 0.087,2.199,-1.8989,0.926,0.070,42752,0
GO:0009649,"entrainment of circadian clock",0.052%,null,null,1.672,-2.0329,0.922,0.778,42752,1
GO:0048872,"homeostasis of number of cells",0.558%, 0.679, 1.706,2.691,-3.9586,0.887,0.073,48872,0
GO:0007044,"cell-substrate junction assembly",0.174%,-0.328, 2.857,2.188,-1.7242,0.910,0.086,7044,0
GO:0009719,"response to endogenous stimulus",3.718%,-0.684,-0.916,3.514,-2.0110,0.964,0.112,9719,0
GO:0048519,"negative regulation of biological process",8.588%,-2.550, 0.424,3.877,-4.7959,0.895,0.113,48519,0
GO:0006928,"cellular component movement",3.830%,-0.623,-1.745,3.527,-2.7258,0.901,0.124,6928,0
GO:0065009,"regulation of molecular function",6.209%,-1.306, 0.728,3.736,-2.1325,0.906,0.125,65009,0
GO:0070715,"sodium-dependent organic cation transport",0.001%, 0.099, 2.235,0.301,-1.7226,0.967,0.130,70715,0
GO:0051239,"regulation of multicellular organismal process",5.506%,-1.807, 0.566,3.684,-3.4202,0.901,0.131,51239,0
GO:0007049,"cell cycle",3.703%,-0.677,-1.911,3.512,-1.9389,0.901,0.132,7049,0
GO:0051716,"cellular response to stimulus",19.092%,-1.647,-2.467,4.224,-3.2291,0.908,0.160,51716,0
GO:0007154,"cell communication",17.535%,-1.272,-3.474,4.187,-4.0088,0.880,0.173,7154,0
GO:0071228,"cellular response to tumor cell",0.001%,-1.725,-5.046,0.301,-1.7226,0.934,0.177,71228,0
GO:0048518,"positive regulation of biological process",28.712%,-3.716,-0.298,4.401,-3.6576,0.874,0.190,48518,0
GO:0006950,"response to stress",8.191%,-0.864,-1.314,3.857,-2.5143,0.961,0.190,6950,0
GO:0042221,"response to chemical",8.684%,-1.075,-1.612,3.882,-2.7496,0.961,0.193,42221,0
