term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0000089,"mitotic metaphase",0.013%, 0.226, 0.176,1.079,-1.4096,0.993,0.000,89,0
GO:0051323,"metaphase",0.013%,null,null,1.079,-1.4096,0.986,1.067,89,1
GO:0002478,"antigen processing and presentation of exogenous peptide antigen",0.296%, 1.254,-0.295,2.417,-1.4362,0.976,0.000,2478,0
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.161%,null,null,2.152,-1.5693,0.977,0.943,2478,1
GO:0042590,"antigen processing and presentation of exogenous peptide antigen via MHC class I",0.166%,null,null,2.167,-1.5219,0.977,0.946,2478,1
GO:0016071,"mRNA metabolic process",1.098%,-4.106, 6.829,2.985,-4.3188,0.813,0.000,16071,0
GO:0070488,"neutrophil aggregation",0.002%, 0.721,-0.027,0.477,-3.4202,0.968,0.000,70488,0
GO:0071840,"cellular component organization or biogenesis",12.603%, 0.864, 0.465,4.044,-2.6440,0.994,0.000,71840,0
GO:0007191,"adenylate cyclase-activating dopamine receptor signaling pathway",0.032%,-3.862,-5.162,1.462,-2.6478,0.829,0.033,7191,0
GO:0060160,"negative regulation of dopamine receptor signaling pathway",0.006%,null,null,0.778,-1.4096,0.797,0.774,7191,1
GO:0043044,"ATP-dependent chromatin remodeling",0.079%, 6.701, 1.934,1.845,-3.0969,0.831,0.036,43044,0
GO:0031055,"chromatin remodeling at centromere",0.033%,null,null,1.477,-1.4667,0.840,0.796,43044,1
GO:0043486,"histone exchange",0.041%,null,null,1.568,-2.3820,0.830,0.808,43044,1
GO:0034728,"nucleosome organization",0.259%,null,null,2.358,-1.8945,0.813,0.817,43044,1
GO:0034695,"response to prostaglandin E",0.022%,-0.271,-0.972,1.301,-2.1209,0.946,0.048,34695,0
GO:0071379,"cellular response to prostaglandin stimulus",0.021%,null,null,1.279,-1.8983,0.878,0.935,34695,1
GO:0071380,"cellular response to prostaglandin E stimulus",0.009%,null,null,0.954,-2.2612,0.884,0.892,34695,1
GO:0034694,"response to prostaglandin",0.036%,null,null,1.519,-1.6517,0.946,0.828,34695,1
GO:0007638,"mechanosensory behavior",0.026%,-0.447,-1.264,1.380,-2.2612,0.945,0.049,7638,0
GO:0032119,"sequestering of zinc ion",0.010%, 1.563,-1.253,1.000,-2.2612,0.885,0.050,32119,0
GO:0006882,"cellular zinc ion homeostasis",0.028%,null,null,1.415,-1.6517,0.899,0.932,32119,1
GO:0007049,"cell cycle",3.703%, 0.408, 0.196,3.512,-1.3067,0.902,0.076,7049,0
GO:0006094,"gluconeogenesis",0.180%,-2.594, 2.383,2.201,-2.5784,0.858,0.093,6094,0
GO:0046364,"monosaccharide biosynthetic process",0.218%,null,null,2.283,-2.2596,0.859,0.843,6094,1
GO:0019319,"hexose biosynthetic process",0.203%,null,null,2.253,-2.4283,0.857,0.977,6094,1
GO:0006111,"regulation of gluconeogenesis",0.084%,null,null,1.875,-2.2403,0.760,0.924,6094,1
GO:0045722,"positive regulation of gluconeogenesis",0.030%,null,null,1.431,-2.4318,0.764,0.857,6094,1
GO:0044238,"primary metabolic process",41.881%, 0.112, 2.278,4.565,-1.8251,0.929,0.101,44238,0
GO:0010507,"negative regulation of autophagy",0.068%,-5.014,-0.324,1.785,-2.5436,0.744,0.115,10507,0
GO:0031330,"negative regulation of cellular catabolic process",0.147%,null,null,2.114,-1.7825,0.731,0.866,10507,1
GO:0048742,"regulation of skeletal muscle fiber development",0.076%,-0.287,-4.459,1.833,-1.9516,0.795,0.122,48742,0
GO:0014904,"myotube cell development",0.187%,null,null,2.217,-1.5100,0.862,0.874,48742,1
GO:0045661,"regulation of myoblast differentiation",0.046%,null,null,1.613,-1.3198,0.801,0.903,48742,1
GO:0048641,"regulation of skeletal muscle tissue development",0.162%,null,null,2.155,-1.3619,0.855,0.844,48742,1
GO:0010830,"regulation of myotube differentiation",0.125%,null,null,2.045,-1.4183,0.811,0.907,48742,1
GO:0048741,"skeletal muscle fiber development",0.121%,null,null,2.029,-1.5429,0.844,0.905,48742,1
GO:0016098,"monoterpenoid metabolic process",0.007%,-0.119, 0.698,0.845,-1.7064,0.896,0.123,16098,0
