term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0007416,"synapse assembly",0.210%, 6.099, 0.146,2.267,-5.6383,0.722,0.000,7416,0
GO:0016339,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",0.056%, 0.170, 1.122,1.699,-5.5686,0.981,0.000,16339,0
GO:0007156,"homophilic cell adhesion via plasma membrane adhesion molecules",0.489%,null,null,2.633,-5.2840,0.979,0.798,16339,1
GO:0022610,"biological adhesion",2.826%, 0.526, 1.506,3.395,-1.5491,0.994,0.000,22610,0
GO:0032501,"multicellular organismal process",15.657%, 0.260, 1.009,4.138,-2.2097,0.995,0.000,32501,0
GO:0040011,"locomotion",3.285%, 0.345, 0.425,3.460,-1.9027,0.994,0.000,40011,0
GO:0048521,"negative regulation of behavior",0.063%,-1.064,-4.799,1.748,-4.4089,0.799,0.000,48521,0
GO:0050922,"negative regulation of chemotaxis",0.044%,null,null,1.602,-2.6615,0.714,0.772,48521,1
GO:0050920,"regulation of chemotaxis",0.228%,null,null,2.303,-1.8526,0.728,0.842,48521,1
GO:1902667,"regulation of axon guidance",0.033%,null,null,1.477,-3.1805,0.484,0.754,48521,1
GO:1902284,"neuron projection extension involved in neuron projection guidance",0.038%,null,null,1.531,-2.8962,0.633,0.782,48521,1
GO:0050771,"negative regulation of axonogenesis",0.109%,null,null,1.987,-1.4769,0.610,0.792,48521,1
GO:1901624,"negative regulation of lymphocyte chemotaxis",0.002%,null,null,0.477,-1.4411,0.642,0.801,48521,1
GO:0030517,"negative regulation of axon extension",0.046%,null,null,1.613,-1.8948,0.596,0.855,48521,1
GO:0048846,"axon extension involved in axon guidance",0.038%,null,null,1.531,-2.8962,0.630,0.987,48521,1
GO:0048842,"positive regulation of axon extension involved in axon guidance",0.016%,null,null,1.176,-1.9147,0.472,0.952,48521,1
GO:0048841,"regulation of axon extension involved in axon guidance",0.031%,null,null,1.447,-3.5229,0.460,0.733,48521,1
GO:0048843,"negative regulation of axon extension involved in axon guidance",0.022%,null,null,1.301,-2.8297,0.453,0.970,48521,1
GO:0042321,"negative regulation of circadian sleep/wake cycle, sleep",0.007%,null,null,0.845,-2.4168,0.693,0.852,48521,1
GO:0006584,"catecholamine metabolic process",0.123%,-0.538,-0.558,2.037,-2.2865,0.917,0.032,6584,0
GO:0042053,"regulation of dopamine metabolic process",0.043%,null,null,1.591,-1.9147,0.859,0.927,6584,1
GO:0042069,"regulation of catecholamine metabolic process",0.043%,null,null,1.591,-1.9147,0.859,0.927,6584,1
GO:0009712,"catechol-containing compound metabolic process",0.123%,null,null,2.037,-2.2865,0.933,0.881,6584,1
GO:0018958,"phenol-containing compound metabolic process",0.269%,null,null,2.375,-1.9435,0.935,0.704,6584,1
GO:0042417,"dopamine metabolic process",0.092%,null,null,1.914,-1.8094,0.919,0.978,6584,1
GO:0060082,"eye blink reflex",0.007%, 0.171,-1.308,0.845,-1.4411,0.921,0.047,60082,0
GO:0071294,"cellular response to zinc ion",0.028%,-2.593,-4.842,1.415,-1.9147,0.891,0.051,71294,0
GO:0071276,"cellular response to cadmium ion",0.032%,null,null,1.462,-1.6135,0.891,0.746,71294,1
GO:0010043,"response to zinc ion",0.099%,null,null,1.944,-1.6582,0.918,0.781,71294,1
GO:0045199,"maintenance of epithelial cell apical/basal polarity",0.002%, 0.149, 0.206,0.477,-1.4411,0.944,0.051,45199,0
GO:0032196,"transposition",0.019%, 0.221, 0.320,1.255,-1.7491,0.937,0.059,32196,0
GO:0040012,"regulation of locomotion",1.268%, 0.202, 2.275,3.047,-3.2218,0.871,0.060,40012,0
GO:0030334,"regulation of cell migration",1.088%,null,null,2.980,-2.6478,0.672,0.743,40012,1
GO:2000145,"regulation of cell motility",1.154%,null,null,3.006,-2.3635,0.671,0.960,40012,1
GO:0002685,"regulation of leukocyte migration",0.187%,null,null,2.217,-2.8210,0.697,0.816,40012,1
GO:0040013,"negative regulation of locomotion",0.419%,null,null,2.567,-2.2013,0.820,0.863,40012,1
GO:0001774,"microglial cell activation",0.046%,-0.222, 0.510,1.613,-1.9147,0.921,0.062,1774,0
GO:0009109,"coenzyme catabolic process",0.018%,-0.572,-0.966,1.230,-1.7491,0.949,0.065,9109,0
GO:2001294,"malonyl-CoA catabolic process",0.001%,null,null,0.301,-1.4411,0.911,0.767,9109,1
GO:0051966,"regulation of synaptic transmission, glutamatergic",0.128%,-3.404,-0.167,2.053,-4.7212,0.772,0.068,51966,0
GO:0050806,"positive regulation of synaptic transmission",0.191%,null,null,2.228,-2.4547,0.751,0.777,51966,1
GO:0050805,"negative regulation of synaptic transmission",0.105%,null,null,1.968,-3.5850,0.744,0.742,51966,1
GO:0051932,"synaptic transmission, GABAergic",0.093%,null,null,1.919,-2.0899,0.830,0.832,51966,1
GO:0035249,"synaptic transmission, glutamatergic",0.199%,null,null,2.246,-3.3872,0.821,0.881,51966,1
GO:0051967,"negative regulation of synaptic transmission, glutamatergic",0.031%,null,null,1.447,-3.7447,0.756,0.841,51966,1
GO:0048167,"regulation of synaptic plasticity",0.337%,null,null,2.473,-1.4980,0.733,0.840,51966,1
GO:0060291,"long-term synaptic potentiation",0.090%,null,null,1.903,-1.8948,0.734,0.799,51966,1
GO:0048168,"regulation of neuronal synaptic plasticity",0.122%,null,null,2.033,-1.8136,0.749,0.827,51966,1
GO:0048172,"regulation of short-term neuronal synaptic plasticity",0.023%,null,null,1.322,-2.1261,0.772,0.860,51966,1
GO:0048169,"regulation of long-term neuronal synaptic plasticity",0.075%,null,null,1.826,-2.5575,0.756,0.724,51966,1
GO:0032228,"regulation of synaptic transmission, GABAergic",0.087%,null,null,1.886,-2.0899,0.778,0.828,51966,1
GO:0007610,"behavior",1.517%, 0.225, 0.645,3.125,-2.8210,0.961,0.068,7610,0
GO:0042391,"regulation of membrane potential",1.008%, 1.141, 0.837,2.947,-2.2774,0.873,0.073,42391,0
GO:0034637,"cellular carbohydrate biosynthetic process",0.207%,-0.971,-1.080,2.262,-1.8153,0.895,0.078,34637,0
GO:0006928,"cellular component movement",3.830%, 0.092, 0.146,3.527,-2.2321,0.909,0.092,6928,0
GO:0071805,"potassium ion transmembrane transport",0.456%,-1.718, 8.075,2.603,-1.9311,0.786,0.100,71805,0
GO:0006813,"potassium ion transport",0.588%,null,null,2.713,-1.7802,0.818,0.706,71805,1
GO:0071804,"cellular potassium ion transport",0.456%,null,null,2.603,-1.9311,0.788,0.947,71805,1
GO:0043266,"regulation of potassium ion transport",0.107%,null,null,1.978,-1.5274,0.744,0.835,71805,1
GO:0033032,"regulation of myeloid cell apoptotic process",0.073%,-1.770, 1.288,1.813,-3.0315,0.871,0.127,33032,0
GO:0033033,"negative regulation of myeloid cell apoptotic process",0.042%,null,null,1.580,-1.6135,0.835,0.943,33032,1
GO:0033030,"negative regulation of neutrophil apoptotic process",0.016%,null,null,1.176,-1.4411,0.788,0.887,33032,1
GO:0002922,"positive regulation of humoral immune response",0.052%,-1.480, 0.576,1.672,-2.1261,0.853,0.131,2922,0
GO:0002455,"humoral immune response mediated by circulating immunoglobulin",0.271%,null,null,2.378,-1.5906,0.907,0.797,2922,1
GO:0002815,"biosynthetic process of antibacterial peptides active against Gram-positive bacteria",0.018%,null,null,1.230,-1.4411,0.793,1.000,2922,1
GO:0002816,"regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria",0.018%,null,null,1.230,-1.4411,0.731,1.000,2922,1
GO:0002805,"regulation of antimicrobial peptide biosynthetic process",0.018%,null,null,1.230,-1.4411,0.742,1.000,2922,1
GO:0002807,"positive regulation of antimicrobial peptide biosynthetic process",0.018%,null,null,1.230,-1.4411,0.726,1.000,2922,1
GO:0002808,"regulation of antibacterial peptide biosynthetic process",0.018%,null,null,1.230,-1.4411,0.731,1.000,2922,1
GO:0002784,"regulation of antimicrobial peptide production",0.018%,null,null,1.230,-1.4411,0.793,0.986,2922,1
GO:0002786,"regulation of antibacterial peptide production",0.018%,null,null,1.230,-1.4411,0.782,1.000,2922,1
GO:0002777,"antimicrobial peptide biosynthetic process",0.018%,null,null,1.230,-1.4411,0.805,0.986,2922,1
GO:0002780,"antibacterial peptide biosynthetic process",0.018%,null,null,1.230,-1.4411,0.793,1.000,2922,1
GO:0002759,"regulation of antimicrobial humoral response",0.021%,null,null,1.279,-1.4411,0.799,0.918,2922,1
GO:0006965,"positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria",0.018%,null,null,1.230,-1.4411,0.716,0.845,2922,1
GO:0006963,"positive regulation of antibacterial peptide biosynthetic process",0.018%,null,null,1.230,-1.4411,0.716,1.000,2922,1
GO:0006959,"humoral immune response",0.457%,-0.216, 0.253,2.604,-1.5032,0.950,0.146,6959,0
