term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0016338,"calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules",0.035%,-0.721, 1.047,1.505,-1.3133,0.993,0.000,16338,0
GO:0044241,"lipid digestion",0.028%,-5.967, 2.698,1.415,-3.8539,0.899,0.000,44241,0
GO:0050892,"intestinal absorption",0.049%,null,null,1.643,-2.8894,0.840,0.809,44241,1
GO:0006869,"lipid transport",0.732%,null,null,2.808,-1.3898,0.872,0.858,44241,1
GO:0022600,"digestive system process",0.146%,null,null,2.111,-1.9626,0.876,0.854,44241,1
GO:0015918,"sterol transport",0.201%,null,null,2.248,-1.7978,0.880,0.866,44241,1
GO:0030301,"cholesterol transport",0.199%,null,null,2.246,-1.7978,0.880,0.843,44241,1
GO:0030299,"intestinal cholesterol absorption",0.021%,null,null,1.279,-3.8539,0.816,0.725,44241,1
GO:0006957,"complement activation, alternative pathway",0.016%, 2.633,-0.310,1.176,-3.6198,0.766,0.011,6957,0
GO:2000257,"regulation of protein activation cascade",0.060%,null,null,1.732,-2.8894,0.808,0.756,6957,1
GO:2000259,"positive regulation of protein activation cascade",0.005%,null,null,0.699,-2.3036,0.818,0.841,6957,1
GO:0002445,"type II hypersensitivity",0.007%,null,null,0.845,-2.3036,0.829,0.891,6957,1
GO:0001969,"regulation of activation of membrane attack complex",0.011%,null,null,1.041,-2.0039,0.693,0.952,6957,1
GO:0001970,"positive regulation of activation of membrane attack complex",0.005%,null,null,0.699,-2.3036,0.704,0.841,6957,1
GO:0002438,"acute inflammatory response to antigenic stimulus",0.033%,null,null,1.477,-1.4651,0.840,0.841,6957,1
GO:0045917,"positive regulation of complement activation",0.005%,null,null,0.699,-2.3036,0.705,1.000,6957,1
GO:0002524,"hypersensitivity",0.019%,null,null,1.255,-1.7049,0.835,0.883,6957,1
GO:0030449,"regulation of complement activation",0.049%,null,null,1.643,-2.8894,0.670,0.718,6957,1
GO:0001798,"positive regulation of type IIa hypersensitivity",0.007%,null,null,0.845,-2.3036,0.769,0.767,6957,1
GO:0002894,"positive regulation of type II hypersensitivity",0.007%,null,null,0.845,-2.3036,0.769,1.000,6957,1
GO:0002892,"regulation of type II hypersensitivity",0.007%,null,null,0.845,-2.3036,0.777,1.000,6957,1
GO:0002891,"positive regulation of immunoglobulin mediated immune response",0.052%,null,null,1.672,-1.6091,0.881,0.881,6957,1
GO:0002885,"positive regulation of hypersensitivity",0.015%,null,null,1.146,-2.0039,0.775,0.935,6957,1
GO:0002888,"positive regulation of myeloid leukocyte mediated immunity",0.008%,null,null,0.903,-2.0039,0.911,0.783,6957,1
GO:0002883,"regulation of hypersensitivity",0.018%,null,null,1.230,-1.8289,0.781,0.981,6957,1
GO:0001794,"type IIa hypersensitivity",0.007%,null,null,0.845,-2.3036,0.826,1.000,6957,1
GO:0001796,"regulation of type IIa hypersensitivity",0.007%,null,null,0.845,-2.3036,0.777,1.000,6957,1
GO:0002922,"positive regulation of humoral immune response",0.052%,null,null,1.672,-1.7049,0.880,0.900,6957,1
GO:0002920,"regulation of humoral immune response",0.107%,null,null,1.978,-2.5575,0.888,0.742,6957,1
GO:0002864,"regulation of acute inflammatory response to antigenic stimulus",0.028%,null,null,1.415,-1.6091,0.779,0.959,6957,1
GO:0002863,"positive regulation of inflammatory response to antigenic stimulus",0.031%,null,null,1.447,-1.7049,0.783,0.817,6957,1
GO:0002861,"regulation of inflammatory response to antigenic stimulus",0.073%,null,null,1.813,-1.3133,0.783,0.888,6957,1
GO:0002866,"positive regulation of acute inflammatory response to antigenic stimulus",0.019%,null,null,1.255,-1.8289,0.774,0.940,6957,1
GO:0002714,"positive regulation of B cell mediated immunity",0.052%,null,null,1.672,-1.6091,0.883,0.898,6957,1
GO:0070613,"regulation of protein processing",0.357%,null,null,2.497,-2.0414,0.867,0.847,6957,1
GO:0006956,"complement activation",0.276%,null,null,2.386,-2.3625,0.775,0.854,6957,1
GO:0006953,"acute-phase response",0.088%,null,null,1.892,-2.0752,0.848,0.811,6957,1
GO:0002673,"regulation of acute inflammatory response",0.134%,null,null,2.076,-1.9893,0.784,0.871,6957,1
GO:0008037,"cell recognition",0.236%,-0.890, 1.214,2.318,-1.5473,0.934,0.013,8037,0
GO:0008655,"pyrimidine-containing compound salvage",0.013%, 3.537, 4.465,1.079,-3.3010,0.825,0.057,8655,0
GO:0043174,"nucleoside salvage",0.027%,null,null,1.398,-3.0706,0.796,0.812,8655,1
GO:0043097,"pyrimidine nucleoside salvage",0.013%,null,null,1.079,-3.3010,0.773,0.812,8655,1
GO:0006206,"pyrimidine nucleobase metabolic process",0.081%,null,null,1.857,-2.2807,0.785,0.833,8655,1
GO:0006216,"cytidine catabolic process",0.017%,null,null,1.204,-1.7049,0.774,1.000,8655,1
GO:0006213,"pyrimidine nucleoside metabolic process",0.133%,null,null,2.072,-1.9119,0.768,0.911,8655,1
GO:0046087,"cytidine metabolic process",0.017%,null,null,1.204,-1.7049,0.790,0.791,8655,1
GO:0046134,"pyrimidine nucleoside biosynthetic process",0.096%,null,null,1.929,-2.1713,0.748,0.888,8655,1
GO:0046133,"pyrimidine ribonucleoside catabolic process",0.018%,null,null,1.230,-1.6091,0.774,0.931,8655,1
GO:0046135,"pyrimidine nucleoside catabolic process",0.032%,null,null,1.462,-2.8097,0.768,0.709,8655,1
GO:0072529,"pyrimidine-containing compound catabolic process",0.063%,null,null,1.748,-2.3625,0.807,0.783,8655,1
GO:0072528,"pyrimidine-containing compound biosynthetic process",0.130%,null,null,2.061,-2.0453,0.806,0.878,8655,1
GO:0009972,"cytidine deamination",0.017%,null,null,1.204,-1.7049,0.774,0.881,8655,1
GO:0051606,"detection of stimulus",1.214%,-0.296, 0.329,3.028,-2.6055,0.958,0.060,51606,0
GO:0007603,"phototransduction, visible light",0.111%, 0.886,-4.010,1.991,-2.8239,0.796,0.071,7603,0
GO:0009584,"detection of visible light",0.136%,null,null,2.079,-2.6925,0.869,0.948,7603,1
GO:0009583,"detection of light stimulus",0.172%,null,null,2.182,-2.4908,0.869,0.873,7603,1
GO:0007602,"phototransduction",0.145%,null,null,2.107,-2.5986,0.793,0.967,7603,1
GO:0046683,"response to organophosphorus",0.335%, 1.026,-3.897,2.470,-2.2848,0.930,0.078,46683,0
GO:0009605,"response to external stimulus",4.459%,-0.538, 0.449,3.593,-2.0650,0.954,0.105,9605,0
GO:2001057,"reactive nitrogen species metabolic process",0.008%, 0.640, 1.347,0.903,-1.7049,0.931,0.106,2001057,0
GO:0070346,"positive regulation of fat cell proliferation",0.006%, 0.313,-0.114,0.778,-2.3036,0.901,0.106,70346,0
GO:0070344,"regulation of fat cell proliferation",0.011%,null,null,1.041,-1.8289,0.915,0.963,70346,1
GO:0001523,"retinoid metabolic process",0.126%, 3.198, 4.193,2.049,-2.9066,0.816,0.127,1523,0
GO:0042574,"retinal metabolic process",0.024%,null,null,1.342,-1.3580,0.833,0.869,1523,1
GO:0016101,"diterpenoid metabolic process",0.146%,null,null,2.111,-2.7959,0.815,0.973,1523,1
GO:0006721,"terpenoid metabolic process",0.161%,null,null,2.152,-2.6696,0.814,0.923,1523,1
GO:0050766,"positive regulation of phagocytosis",0.103%,-0.201,-6.376,1.959,-2.3625,0.799,0.129,50766,0
GO:0050764,"regulation of phagocytosis",0.145%,null,null,2.107,-2.0752,0.810,0.836,50766,1
GO:0045807,"positive regulation of endocytosis",0.191%,null,null,2.228,-1.6275,0.802,0.877,50766,1
GO:2000425,"regulation of apoptotic cell clearance",0.017%,null,null,1.204,-1.8289,0.830,0.839,50766,1
GO:2000427,"positive regulation of apoptotic cell clearance",0.008%,null,null,0.903,-2.3036,0.825,0.800,50766,1
GO:0006911,"phagocytosis, engulfment",0.056%,null,null,1.699,-1.3133,0.878,0.721,50766,1
GO:0032846,"positive regulation of homeostatic process",0.154%,-1.394,-0.755,2.134,-1.7174,0.923,0.133,32846,0
GO:0006959,"humoral immune response",0.457%, 0.190,-0.598,2.604,-1.6108,0.944,0.133,6959,0
GO:0045980,"negative regulation of nucleotide metabolic process",0.067%, 5.287, 3.910,1.778,-2.4547,0.783,0.140,45980,0
GO:0006081,"cellular aldehyde metabolic process",0.106%, 2.479, 3.260,1.973,-2.0752,0.882,0.145,6081,0
GO:0042264,"peptidyl-aspartic acid hydroxylation",0.002%, 0.884, 0.325,0.477,-2.0039,0.927,0.151,42264,0
GO:0036363,"transforming growth factor beta activation",0.001%,-4.904, 2.177,0.301,-2.3036,0.920,0.164,36363,0
GO:0043094,"cellular metabolic compound salvage",0.092%, 1.261, 2.348,1.914,-2.2426,0.920,0.173,43094,0
GO:0010649,"regulation of cell communication by electrical coupling",0.015%,-0.025,-0.977,1.146,-1.4651,0.911,0.184,10649,0
GO:0060430,"lung saccule development",0.030%,-7.402, 3.643,1.431,-3.4437,0.858,0.197,60430,0
GO:0061143,"alveolar primary septum development",0.001%,null,null,0.301,-2.3036,0.877,0.702,60430,1
GO:0055113,"epiboly involved in gastrulation with mouth forming second",0.001%,-6.463, 3.231,0.301,-2.3036,0.886,0.199,55113,0
GO:0090504,"epiboly",0.054%,null,null,1.681,-1.3133,0.895,0.720,55113,1
GO:0071939,"vitamin A import",0.003%,-0.308,-4.825,0.602,-2.3036,0.867,0.201,71939,0
GO:0035461,"vitamin transmembrane transport",0.027%,null,null,1.398,-1.7049,0.886,0.774,71939,1
GO:0046865,"terpenoid transport",0.005%,null,null,0.699,-2.0039,0.897,0.986,71939,1
GO:0071938,"vitamin A transport",0.003%,null,null,0.602,-2.3036,0.894,0.972,71939,1
GO:0030049,"muscle filament sliding",0.047%,-5.422, 1.410,1.623,-2.5045,0.830,0.203,30049,0
GO:0033275,"actin-myosin filament sliding",0.047%,null,null,1.623,-2.5045,0.914,0.856,30049,1
GO:0070252,"actin-mediated cell contraction",0.140%,null,null,2.093,-1.6621,0.909,0.890,30049,1
GO:0006941,"striated muscle contraction",0.336%,null,null,2.471,-1.3267,0.870,0.895,30049,1
GO:0006936,"muscle contraction",0.724%,null,null,2.803,-1.3286,0.864,0.754,30049,1
GO:0072376,"protein activation cascade",0.335%, 3.706, 3.413,2.470,-2.0752,0.851,0.204,72376,0
GO:0016553,"base conversion or substitution editing",0.008%, 2.350, 1.397,0.903,-1.8289,0.898,0.204,16553,0
GO:0044598,"doxorubicin metabolic process",0.009%, 3.818, 5.270,0.954,-1.4651,0.828,0.208,44598,0
GO:0044597,"daunorubicin metabolic process",0.009%,null,null,0.954,-1.4651,0.828,1.000,44598,1
GO:0030647,"aminoglycoside antibiotic metabolic process",0.015%,null,null,1.146,-1.4082,0.863,0.896,44598,1
GO:0030638,"polyketide metabolic process",0.009%,null,null,0.954,-1.4651,0.900,0.741,44598,1
GO:0006629,"lipid metabolic process",3.159%, 3.523, 4.410,3.443,-1.7428,0.867,0.213,6629,0
GO:0035863,"dITP catabolic process",0.001%, 4.024, 5.344,0.301,-2.3036,0.819,0.231,35863,0
GO:0009155,"purine deoxyribonucleotide catabolic process",0.011%,null,null,1.041,-1.5309,0.810,0.820,35863,1
GO:0035862,"dITP metabolic process",0.001%,null,null,0.301,-2.3036,0.833,0.751,35863,1
GO:0009204,"deoxyribonucleoside triphosphate catabolic process",0.009%,null,null,0.954,-1.7049,0.819,0.741,35863,1
GO:0009215,"purine deoxyribonucleoside triphosphate metabolic process",0.019%,null,null,1.255,-1.4082,0.830,0.859,35863,1
GO:0009217,"purine deoxyribonucleoside triphosphate catabolic process",0.007%,null,null,0.845,-1.8289,0.820,0.887,35863,1
GO:0007586,"digestion",0.235%,-5.711, 2.574,2.316,-1.6801,0.899,0.234,7586,0
GO:0018126,"protein hydroxylation",0.047%, 1.262, 0.196,1.623,-1.6091,0.916,0.240,18126,0
GO:0097155,"fasciculation of sensory neuron axon",0.010%,-5.929, 1.149,1.000,-2.0039,0.825,0.242,97155,0
GO:2000781,"positive regulation of double-strand break repair",0.005%, 3.861,-1.103,0.699,-1.7049,0.764,0.245,2000781,0
GO:0072527,"pyrimidine-containing compound metabolic process",0.235%, 3.506, 4.003,2.316,-1.5784,0.862,0.250,72527,0
GO:0072497,"mesenchymal stem cell differentiation",0.009%,-4.767, 2.934,0.954,-1.4651,0.886,0.251,72497,0
GO:0000002,"mitochondrial genome maintenance",0.056%,-0.649,-1.994,1.699,-2.3625,0.927,0.255,2,0
GO:0016077,"snoRNA catabolic process",0.001%, 2.907, 2.550,0.301,-2.3036,0.878,0.263,16077,0
GO:0051409,"response to nitrosative stress",0.016%, 0.374,-1.198,1.176,-1.4651,0.921,0.263,51409,0
GO:0006072,"glycerol-3-phosphate metabolic process",0.030%, 2.450, 3.624,1.431,-1.8289,0.876,0.264,6072,0
GO:0002819,"regulation of adaptive immune response",19.159%, 1.457,-3.093,4.226,-1.4222,0.878,0.268,2819,0
GO:0051289,"protein homotetramerization",0.128%,-0.790,-2.465,2.053,-1.8413,0.943,0.270,51289,0
GO:0051262,"protein tetramerization",0.207%,null,null,2.262,-1.4350,0.942,0.723,51289,1
GO:0051260,"protein homooligomerization",0.561%,null,null,2.693,-1.4184,0.939,0.818,51289,1
GO:1901639,"XDP catabolic process",0.001%, 4.199, 5.594,0.301,-2.3036,0.808,0.277,1901639,0
GO:0009137,"purine nucleoside diphosphate catabolic process",0.007%,null,null,0.845,-1.7049,0.805,0.924,1901639,1
GO:0009179,"purine ribonucleoside diphosphate metabolic process",0.027%,null,null,1.398,-1.3133,0.809,0.887,1901639,1
GO:0009181,"purine ribonucleoside diphosphate catabolic process",0.007%,null,null,0.845,-1.7049,0.804,0.965,1901639,1
GO:0009191,"ribonucleoside diphosphate catabolic process",0.009%,null,null,0.954,-1.5309,0.802,0.972,1901639,1
GO:0046707,"IDP metabolic process",0.003%,null,null,0.602,-2.3036,0.814,0.757,1901639,1
GO:0046709,"IDP catabolic process",0.003%,null,null,0.602,-2.3036,0.798,0.885,1901639,1
GO:0051410,"detoxification of nitrogen compound",0.006%, 2.189,-3.885,0.778,-1.8289,0.849,0.288,51410,0
GO:0009450,"gamma-aminobutyric acid catabolic process",0.009%, 4.066, 5.447,0.954,-2.0039,0.823,0.289,9450,0
GO:0061029,"eyelid development in camera-type eye",0.025%,-7.079, 3.447,1.362,-1.4082,0.873,0.294,61029,0
GO:0060325,"face morphogenesis",0.182%,-5.335, 3.355,2.207,-2.1057,0.887,0.299,60325,0
GO:0060324,"face development",0.209%,null,null,2.265,-1.9367,0.896,0.966,60325,1
GO:0060323,"head morphogenesis",0.191%,null,null,2.228,-2.0168,0.886,0.970,60325,1
GO:0097168,"mesenchymal stem cell proliferation",0.002%,-0.087, 0.037,0.477,-2.3036,0.966,0.300,97168,0
GO:0009112,"nucleobase metabolic process",0.142%, 4.963, 5.707,2.100,-1.5943,0.819,0.308,9112,0
GO:0060322,"head development",0.238%,-5.181, 3.267,2.322,-1.7366,0.904,0.310,60322,0
GO:0030502,"negative regulation of bone mineralization",0.027%,-5.889, 2.667,1.398,-1.4082,0.827,0.310,30502,0
GO:0070168,"negative regulation of biomineral tissue development",0.031%,null,null,1.447,-1.3580,0.826,0.814,30502,1
GO:0042135,"neurotransmitter catabolic process",0.021%, 1.567, 1.839,1.279,-1.4651,0.865,0.323,42135,0
GO:0061038,"uterus morphogenesis",0.005%,-6.871, 3.437,0.699,-1.8289,0.876,0.324,61038,0
GO:0070341,"fat cell proliferation",0.011%,-0.225, 0.288,1.041,-1.8289,0.967,0.326,70341,0
GO:0008643,"carbohydrate transport",0.363%,-0.413,-6.093,2.505,-1.9743,0.898,0.337,8643,0
GO:0018197,"peptidyl-aspartic acid modification",0.002%, 1.049, 0.479,0.477,-2.0039,0.927,0.338,18197,0
GO:0097070,"ductus arteriosus closure",0.010%,-6.388, 3.261,1.000,-2.0039,0.874,0.341,97070,0
GO:0061156,"pulmonary artery morphogenesis",0.011%,null,null,1.041,-1.6091,0.873,0.728,97070,1
GO:0055114,"oxidation-reduction process",10.933%, 4.312, 4.989,3.982,-1.8060,0.860,0.345,55114,0
GO:0003008,"system process",4.235%,-6.811, 2.905,3.570,-1.5262,0.876,0.348,3008,0
GO:0090069,"regulation of ribosome biogenesis",0.007%,-0.719,-2.581,0.845,-1.8289,0.930,0.354,90069,0
GO:0042126,"nitrate metabolic process",0.007%, 3.745, 5.614,0.845,-1.8289,0.859,0.357,42126,0
GO:0010876,"lipid localization",0.809%,-0.496,-5.181,2.852,-1.9300,0.919,0.359,10876,0
GO:0055123,"digestive system development",0.349%,-7.213, 3.396,2.487,-1.3494,0.864,0.364,55123,0
GO:0002035,"brain renin-angiotensin system",0.015%,-5.794, 1.879,1.146,-2.0039,0.865,0.367,2035,0
GO:0001976,"neurological system process involved in regulation of systemic arterial blood pressure",0.046%,null,null,1.613,-1.3580,0.858,0.743,2035,1
GO:0002016,"regulation of blood volume by renin-angiotensin",0.023%,null,null,1.322,-1.6091,0.862,0.861,2035,1
GO:0006930,"substrate-dependent cell migration, cell extension",0.009%,-1.247,-4.170,0.954,-1.7049,0.869,0.378,6930,0
GO:0034754,"cellular hormone metabolic process",0.197%,-1.111,-0.033,2.241,-1.4891,0.895,0.381,34754,0
GO:0042448,"progesterone metabolic process",0.033%,null,null,1.477,-1.4082,0.778,0.756,34754,1
GO:0006032,"chitin catabolic process",0.033%, 3.702, 4.657,1.477,-1.6091,0.837,0.382,6032,0
